name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
cyvernj;cyvern;Cyvern (Japan);NO;YES;Kaneko;cyvern;-;1998;
ddayjlc;-;D-Day (Jaleco set 1);YES;NO;Jaleco;-;-;1984;
ddayjlca;ddayjlc;D-Day (Jaleco set 2);NO;YES;Jaleco;ddayjlc;-;1984;
ddcrew1d;ddcrew;D. D. Crew (set 1, World, 4 Players, FD1094 317-? decrypted);NO;YES;Sega;ddcrew;-;1991;
ddcrew1;ddcrew;D. D. Crew (set 1, World, 4 Players, FD1094 317-?);NO;YES;Sega;ddcrew;-;1991;
ddcrew2d;ddcrew;D. D. Crew (set 2, World, 2 Players, FD1094 317-0184 decrypted);NO;YES;Sega;ddcrew;-;1991;
ddcrew2;ddcrew;D. D. Crew (set 2, World, 2 Players, FD1094 317-0184);NO;YES;Sega;ddcrew;-;1991;
ddcrewud;ddcrew;D. D. Crew (set 3, US, 4 Players, FD1094 317-0186 decrypted);NO;YES;Sega;ddcrew;-;1991;
ddcrewu;ddcrew;D. D. Crew (set 3, US, 4 Players, FD1094 317-0186);NO;YES;Sega;ddcrew;-;1991;
ddcrewd;ddcrew;D. D. Crew (set 4, World, 3 Players, FD1094 317-0190 decrypted);NO;YES;Sega;ddcrew;-;1991;
ddcrewjd;ddcrew;D. D. Crew (set 5, Japan, 4 Players, FD1094 317-0185 decrypted);NO;YES;Sega;ddcrew;-;1991;
ddcrewj;ddcrew;D. D. Crew (set 5, Japan, 4 Players, FD1094 317-0185);NO;YES;Sega;ddcrew;-;1991;
ddcrewj2d;ddcrew;D. D. Crew (set 6, Japan, 2 Players, FD1094 317-0182 decrypted);NO;YES;Sega;ddcrew;-;1991;
ddcrewj2;ddcrew;D. D. Crew (set 6, Japan, 2 Players, FD1094 317-0182);NO;YES;Sega;ddcrew;-;1991;
dacholer;-;Dacholer;YES;NO;Nichibutsu;-;-;1983;
daimakaib;ghouls;Dai Makai-Mura (bootleg, Japan);NO;YES;Capcom;ghouls;-;1988;
daimakair;ghouls;Dai Makai-Mura (Japan Resale Ver.);NO;YES;Capcom;ghouls;-;1988;
dkgensanm72;hharry;Daiku no Gensan (Japan, M72 hardware);NO;YES;Irem;hharry;-;1990;
daiohc;daioh;Daioh (93111A PCB conversion);NO;YES;Athena;daioh;-;1993;
daioha;daioh;Daioh (earlier);NO;YES;Athena;daioh;-;1993;
daiohp;daioh;Daioh (prototype);NO;YES;Athena;daioh;-;1993;
daitorida;daitorid;Daitoride (YMF278B version);NO;YES;Metro;daitorid;-;1996;
dambustruk;dambustr;Dambusters (UK);NO;YES;South West Research;dambustr;-;1981;
dambustr;-;Dambusters (US, set 1);YES;NO;South West Research;-;-;1981;
dambustra;dambustr;Dambusters (US, set 2);NO;YES;South West Research;dambustr;-;1981;
dngrtrck;rallyx;Danger Track (Rally X bootleg);NO;YES;bootleg;rallyx;rallyx;1980;
dariusu;darius;Darius (US);NO;YES;Taito America Corporation;darius;-;1986;
darius2do;darius2;Darius II (dual screen) (Japan old version);NO;YES;Taito Corporation;darius2;-;1989;
sagaia;darius2;Darius II (dual screen) (World);NO;YES;Taito Corporation;darius2;-;1989;
darkedgej;darkedge;Dark Edge (Japan);NO;YES;Sega;darkedge;-;1992;
darksealj;darkseal;Dark Seal (Japan);NO;YES;Data East Corporation;darkseal;-;1990;
darkseal1;darkseal;Dark Seal (World revision 1);NO;YES;Data East Corporation;darkseal;-;1990;
darkseal2;wizdfire;Dark Seal 2 (Japan v2.1);NO;YES;Data East Corporation;wizdfire;-;1992;
dstlku1d;dstlk;Darkstalkers - the night warriors (940705 USA Phoenix Edition);NO;YES;bootleg;dstlk;-;1994;
dstlkh;dstlk;Darkstalkers - the night warriors (940818 Hispanic);NO;YES;Capcom;dstlk;-;1994;
dwi;-;DarkWing Duck (FMV Demo);YES;NO;Sergi;neogeo;-;2009;
dwia;dwi;DarkWing Duck (FMV Demo, alt);NO;YES;Sergi;dwi;-;2009;
dquizgo;-;Date Quiz Go Go (Korea);YES;NO;SemiCom;-;-;1998;
dquizgo2;-;Date Quiz Go Go Episode 2;YES;NO;SemiCom;-;-;2000;
deadconxj;deadconx;Dead Connection (Japan);NO;YES;Taito Corporation;deadconx;-;1992;
dderby;-;Death Derby;YES;NO;David Widel;-;-;2003;
deathsml;-;Deathsmiles (2007/10/09 MASTER VER);YES;NO;Cave (AMI license);-;-;2007;
dsmbl;-;Deathsmiles MegaBlack Label (2008/10/06 MEGABLACK LABEL VER);YES;NO;Cave (AMI license);-;-;2008;
decomult;-;Deco Cassette System Multigame (ROM based);YES;NO;bootleg (David Widel);decocass;-;2008;
deerhunte;deerhunt;Deer Hunting USA V1;NO;YES;Sammy USA Corporation;deerhunt;-;2000;
deerhuntd;deerhunt;Deer Hunting USA V2;NO;YES;Sammy USA Corporation;deerhunt;-;2000;
deerhuntc;deerhunt;Deer Hunting USA V3.0;NO;YES;Sammy USA Corporation;deerhunt;-;2000;
deerhuntj;deerhunt;Deer Hunting USA V4.4.1 (Japan);NO;YES;Sammy USA Corporation;deerhunt;-;2000;
redufob;redufo;Defend the Terra Attack on the Red UFO (bootleg, set 1);NO;YES;bootleg;redufo;-;1981;
redufob2;redufo;Defend the Terra Attack on the Red UFO (bootleg, set 2);NO;YES;bootleg;redufo;-;1981;
redufob3;redufo;Defend the Terra Attack on the Red UFO (bootleg, set 3);NO;YES;bootleg;redufo;-;1981;
defenderb;defender;Defender (Blue label);NO;YES;Williams;defender;-;1980;
defenderg;defender;Defender (Green label);NO;YES;Williams;defender;-;1980;
defenderw;defender;Defender (White label);NO;YES;Williams;defender;-;1980;
defense;sdi;Defense (System 16B, FD1089A 317-0028);NO;YES;Sega;sdi;-;1987;
deluxe4u;deluxe5;Deluxe 4 U (ver. 0107, 07/01/2000);NO;YES;ESD;deluxe5;-;2000;
deluxe5a;deluxe5;Deluxe 5 (ver. 0107, 07/01/2000, set 2);NO;YES;ESD;deluxe5;-;2000;
deluxe5b;deluxe5;Deluxe 5 (ver. 0107, 07/01/2000, set 3);NO;YES;ESD;deluxe5;-;2000;
demoderbc;demoderb;Demolition Derby (cocktail);NO;YES;Bally Midway;demoderb;-;1984;
dmnfrnt102;dmnfrnt;Demon Front (M102XX, S101XX);NO;YES;IGS;dmnfrnt;-;2002;
dmnfrnt103;dmnfrnt;Demon Front (M103XX, S103XX);NO;YES;IGS;dmnfrnt;-;2002;
dmnfrnt;-;Demon Front (M105XX, S105XX);YES;NO;IGS;pgm;-;2002;
dmnfrntpcba;dmnfrnt;Demon Front (VM105XX, S105XX, China, Single PCB Version);NO;YES;IGS;dmnfrnt;-;2002;
dmnfrntpcb;dmnfrnt;Demon Front (VM107KR, S106KR, S101KR, Korea, Single PCB Version);NO;YES;IGS;dmnfrnt;-;2002;
demonwld1;demonwld;Demon's World / Horror Story (set 2);NO;YES;Toaplan;demonwld;-;1989;
demonwld2;demonwld;Demon's World / Horror Story (set 3);NO;YES;Toaplan;demonwld;-;1989;
demonwld3;demonwld;Demon's World / Horror Story (set 4);NO;YES;Toaplan;demonwld;-;1989;
demonwld4;demonwld;Demon's World / Horror Story (set 5);NO;YES;Toaplan;demonwld;-;1989;
denjinmka;denjinmk;Denjin Makai (set 2);NO;YES;Winkysoft (Banpresto license);denjinmk;-;1994;
deroona;deroon;Deroon DeroDero (alt set);NO;YES;Tecmo;deroon;-;1995;
deroon2;deroon;Deroon DeroDero (newer);NO;YES;Tecmo;deroon;-;1995;
dassault4;thndzone;Desert Assault (US 4 Players);NO;YES;Data East Corporation;thndzone;-;1991;
desertbrjd;desertbr;Desert Breaker (Japan, FD1094 317-0194 decrypted);NO;YES;Sega;desertbr;-;1992;
desertbrj;desertbr;Desert Breaker (Japan, FD1094 317-0194);NO;YES;Sega;desertbr;-;1992;
desertbrd;desertbr;Desert Breaker (World, FD1094 317-0196 decrypted);NO;YES;Sega;desertbr;-;1992;
desertbr;-;Desert Breaker (World, FD1094 317-0196);YES;NO;Sega;-;-;1992;
desertdn;-;Desert Dan;YES;NO;Video Optics;-;-;1982;
devstors2;devstors;Devastators (ver. 2);NO;YES;Konami;devstors;-;1988;
devstorsv;devstors;Devastators (ver. V);NO;YES;Konami;devstors;-;1988;
devstorsx;devstors;Devastators (ver. X);NO;YES;Konami;devstors;-;1988;
devilfshg;devilfsh;Devil Fish (Galaxian hardware);NO;YES;Artic;devilfsh;-;1984;
devilfshgb;devilfsh;Devil Fish (Galaxian hardware, bootleg);NO;YES;bootleg (Vision);devilfsh;-;1984;
dharmag;dharma;Dharma Doujou (Germany);NO;YES;Metro;dharma;-;1994;
dharmaj;dharma;Dharma Doujou (Japan);NO;YES;Metro;dharma;-;1994;
dharmak;dharma;Dharma Doujou (Korea);NO;YES;Metro;dharma;-;1994;
dtfamily;-;Diet Family;YES;NO;SemiCom;-;-;2001;
dietgoea;dietgo;Diet Go Go (Euro v1.1 1992.08.04);NO;YES;Data East Corporation;dietgo;-;1992;
diggerma;-;Digger Man;YES;NO;Kyle Hodgetts;neogeo;-;2000;
dimahoud;dimahoo;Dimahoo (000121 USA Phoenix Edition);NO;YES;bootleg;dimahoo;-;2000;
dimahoou;dimahoo;Dimahoo (000121 USA);NO;YES;8ing / Raizing / Capcom;dimahoo;-;2000;
dinohunt;dino;Dinosaur Hunter (Chinese bootleg, 930223 Asia TW);NO;YES;bootleg;dino;-;1993;
discoboyp;discoboy;Disco Boy (Promat license?);NO;YES;Soft Art Co.;discoboy;-;1993;
discoboy;-;Disco Boy;YES;NO;Soft Art Co.;-;-;1993;
djboyja;djboy;DJ Boy (Japan, set 2);NO;YES;Kaneko (Sega license);djboy;-;1989;
djboyu;djboy;DJ Boy (US, set 1);NO;YES;Kaneko (American Sammy license);djboy;-;1990;
djboyua;djboy;DJ Boy (US, set 2);NO;YES;Kaneko (American Sammy license);djboy;-;1990;
dorunrunc;dorunrun;Do! Run Run (Do's Castle hardware, set 1);NO;YES;Universal;dorunrun;-;1984;
dorunrunca;dorunrun;Do! Run Run (Do's Castle hardware, set 2);NO;YES;Universal;dorunrun;-;1984;
dorunrun2;dorunrun;Do! Run Run (set 2);NO;YES;Universal;dorunrun;-;1984;
ddonpachj;ddonpach;DoDonPachi (Japan, master ver. 97/02/05);NO;YES;Atlus / Cave;ddonpach;-;1997;
dfkbl;-;DoDonPachi Dai-Fukkatsu Black Label (2010/1/18 BLACK LABEL);YES;NO;Cave;-;-;2010;
ddpdfk10;ddpdfk;DoDonPachi Dai-Fukkatsu Ver 1.0 (2008/05/16 MASTER VER);NO;YES;Cave (AMI license);ddpdfk;-;2008;
ddpdfk;-;DoDonPachi Dai-Fukkatsu Ver 1.5 (2008/06/23 MASTER VER 1.5);YES;NO;Cave (AMI license);-;-;2008;
ddpdojb;ddp3;DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver);NO;YES;Cave (AMI license);ddp3;-;2002;
ddpdojp;ddp3;DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver, location test);NO;YES;Cave (AMI license);ddp3;-;2002;
ddpdoja;ddp3;DoDonPachi Dai-Ou-Jou (V100, Japan, 2002.04.05.Master Ver);NO;YES;Cave (AMI license);ddp3;-;2002;
ddpdoj;ddp3;DoDonPachi Dai-Ou-Jou (V101, Japan, 2002.04.05.Master Ver);NO;YES;Cave (AMI license);ddp3;-;2002;
ddpdojblkbl;ddp3;DoDonPachi Dai-Ou-Jou Black Label (2002.10.07 Black Ver., bootleg Knights of Valour Super Heroes conversion);NO;YES;bootleg;ddp3;-;2002;
ddpdojblkb;ddp3;DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver);NO;YES;Cave (AMI license);ddp3;-;2002;
ddpdojblk;ddp3;DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, newer);NO;YES;Cave (AMI license);ddp3;-;2002;
ddpdojblka;ddp3;DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, older);NO;YES;Cave (AMI license);ddp3;-;2002;
sdojak;ddpsdoj;DoDonPachi SaiDaiOuJou & Knuckles (CaveDwellers Hack);NO;YES;Cave;ddpsdoj;-;2012;
ddpsdoj;-;DoDonPachi SaiDaiOuJou (2012/ 4/20);YES;NO;Cave;-;-;2012;
dogosokb;victroad;Dogou Souken (Joystick hack bootleg);NO;YES;bootleg;victroad;-;1986;
dogyuuna;dogyuun;Dogyuun (Licensed to Unite Trading For Korea);NO;YES;Toaplan;dogyuun;-;1992;
dogyuunb;dogyuun;Dogyuun (oldest set);NO;YES;Toaplan;dogyuun;-;1992;
dogyuunt;dogyuun;Dogyuun (test location version);NO;YES;Toaplan;dogyuun;-;1992;
dokaben2;-;Dokaben 2 (Japan);YES;NO;Capcom;-;-;1989;
dondokodj;dondokod;Don Doko Don (Japan);NO;YES;Taito Corporation;dondokod;-;1989;
dondokodu;dondokod;Don Doko Don (US);NO;YES;Taito Corporation;dondokod;-;1989;
dkingjr;dkongjr;Donkey King Jr. (bootleg of Donkey Kong Jr.);NO;YES;bootleg;dkongjr;dkongjr;1982;
kong2600;dkong;Donkey Kong (2600 graphics, hack);NO;YES;Vic Twenty George;dkong;dkong;1999;
dkongj;dkong;Donkey Kong (Japan set 1);NO;YES;Nintendo;dkong;dkong;1981;
dkongpac;dkong;Donkey Kong (Pacman Graphics);NO;YES;Hack (Tim Appleton);dkong;dkong;2001;
dkongp;dkong;Donkey Kong (Patched);NO;YES;Hack (Don Hodges);dkong;dkong;2007;
dkonghrd;dkong;Donkey Kong (US set 1) with Hard kit;NO;YES;Nintendo;dkong;dkong;1981;
dkrainbow;dkong;Donkey Kong - Arcade Rainbow (hack);NO;YES;hack (john Kowalski);dkong;dkong;2015;
dkong40y;dkong;Donkey Kong Anniversary Edition;NO;YES;Paul Goes;dkong;dkong;2021;
dkongbp;dkong;Donkey Kong Barrelpalooza v1.06;NO;YES;Paul Goes;dkong;dkong;2021;
dkongbp1;dkong;Donkey Kong Barrelpalooza v1.07;NO;YES;Paul Goes;dkong;dkong;2021;
dkongchm1;dkong;Donkey Kong Championship Edition v1.01;NO;YES;Paul Goes;dkong;dkong;2020;
dkchrmx;dkong;Donkey Kong Christmas Remix (Hack);NO;YES;Sock Master;dkong;dkong;2017;
dkcbarrel;dkong;Donkey Kong Crazy Barrels Edition;NO;YES;Paul Goes;dkong;dkong;2019;
dkduel;dkong;Donkey Kong Duel;NO;YES;Paul Goes;dkong;dkong;2021;
dkongf;dkong;Donkey Kong Foundry (hack);NO;YES;hack (Jeff Kulczycki);dkong;dkong;2004;
dkfreerun;dkong;Donkey Kong Freerun Edition;NO;YES;Paul Goes;dkong;dkong;2019;
dkongx11;dkong;Donkey Kong II - Jumpman Returns (hack, V1.1);NO;YES;hack (Braze Technologies);dkong;dkong;2006;
dkongitd;dkong;Donkey Kong In the Dark v1.02;NO;YES;Paul Goes;dkong;dkong;2020;
dkongjnrj;dkongjr;Donkey Kong Junior (Japan?);NO;YES;Nintendo;dkongjr;dkongjr;1982;
dkongjr2;dkongjr;Donkey Kong Junior (US, bootleg?);NO;YES;Nintendo;dkongjr;dkongjr;1982;
dkongchm;dkong;Donkey Kong League Championship v1.00;NO;YES;Paul Goes;dkong;dkong;2020;
dkongotr;dkong;Donkey Kong On the Run v1.02;NO;YES;Paul Goes;dkong;dkong;2020;
dkpace;dkong;Donkey Kong Pace;NO;YES;Hack (Sock Master);dkong;dkong;2016;
dkongran1;dkong;Donkey Kong Randomized Edition v1.01;NO;YES;Paul Goes;dkong;dkong;2020;
dkongrev;dkong;Donkey Kong Reverse (Hack);NO;YES;Hack (Paul Goes);dkong;dkong;2019;
dkrndmzr;dkong;Donkey Kong RNDMZR;NO;YES;Paul Goes;dkong;dkong;2022;
dkongss;dkong;Donkey Kong Skip Start v1.00;NO;YES;Paul Goes;dkong;dkong;2020;
dkspkyrmx;dkong;Donkey Kong Spooky Remix (Hack);NO;YES;Sock Master;dkong;dkong;2018;
dkongst2;dkong;Donkey Kong Springs Trainer 2;NO;YES;Sock Master;dkong;dkong;2020;
dkongst;dkong;Donkey Kong Springs Trainer;NO;YES;Sock Master;dkong;dkong;2019;
dktrainer;dkong;Donkey Kong Trainer 1.01;NO;YES;Hack (Sock Master);dkong;dkong;2016;
dkongtj;dkong;Donkey Kong Twisted Jungle v1.05;NO;YES;Paul Goes;dkong;dkong;2021;
dkwizardry;dkong;Donkey Kong Wizardry;NO;YES;Paul Goes;dkong;dkong;2022;
donpachihk;donpachi;DonPachi (Hong Kong, ver. 1.10, 95/05/17);NO;YES;Atlus / Cave;donpachi;donpachi;1995;
donpachijs;donpachi;DonPachi (Japan, ver. 1.01, 95/05/11 satsuei);NO;YES;Atlus / Cave;donpachi;donpachi;1995;
donpachij;donpachi;DonPachi (Japan, ver. 1.01, 95/05/11);NO;YES;Atlus / Cave;donpachi;donpachi;1995;
donpachikr;donpachi;DonPachi (Korea, ver. 1.12, 95/05/2x);NO;YES;Atlus / Cave;donpachi;donpachi;1995;
dotrikun2;dotrikun;Dottori Kun (old version);NO;YES;Sega;dotrikun;-;1990;
dblaxleu;dblaxle;Double Axle (US);NO;YES;Taito America Corporation;dblaxle;-;1991;
dblaxleul;dblaxle;Double Axle (US, Rev 1, Linkable);NO;YES;Taito America Corporation;dblaxle;-;1991;
ddragonba;ddragon;Double Dragon (bootleg with M6803);NO;YES;bootleg;ddragon;-;1987;
ddragonb2;ddragon;Double Dragon (bootleg);NO;YES;bootleg;ddragon;-;1987;
doubledrbh;doubledr;Double Dragon (Boss hack);NO;YES;hack;doubledr;-;1995;
doubledrsp;doubledr;Double Dragon (Special 2017, hack);NO;YES;hack;doubledr;-;2017;
ddragonua;ddragon;Double Dragon (US set 2);NO;YES;[Technos] (Taito America license);ddragon;-;1987;
ddragonub;ddragon;Double Dragon (US set 3);NO;YES;[Technos] (Taito America license);ddragon;-;1987;
ddragonw1;ddragon;Double Dragon (World set 2);NO;YES;[Technos] (Taito license);ddragon;-;1987;
ddragon3b;ddragon3;Double Dragon 3 - The Rosetta Stone (bootleg);NO;YES;bootleg;ddragon3;-;1990;
ddragon3p;ddragon3;Double Dragon 3 - The Rosetta Stone (prototype);NO;YES;Technos Japan;ddragon3;-;1990;
ddragon2j;ddragon2;Double Dragon II - The Revenge (Japan);NO;YES;Technos Japan;ddragon2;-;1988;
ddragon2b;ddragon2;Double Dragon II - The Revenge (US bootleg, set 1);NO;YES;bootleg;ddragon2;-;1988;
ddragon2b2;ddragon2;Double Dragon II - The Revenge (US bootleg, set 2);NO;YES;bootleg;ddragon2;-;1988;
ddragon2u;ddragon2;Double Dragon II - The Revenge (US);NO;YES;Technos Japan;ddragon2;-;1988;
ddribblep;ddribble;Double Dribble (prototype?);NO;YES;Konami;ddribble;-;1986;
dblpointd;dblpoint;Double Point (Dong Bang Electron, bootleg?);NO;YES;Dong Bang Electron;dblpoint;-;1995;
dblpoint;-;Double Point;YES;NO;Min Corp.;-;-;1995;
dblewingb;dblewing;Double Wings (Asia);NO;YES;Mitchell;dblewing;-;1994;
dblewinga;dblewing;Double Wings (set 2);NO;YES;Mitchell;dblewing;-;1993;
downtownj;downtown;DownTown / Mokugeki (Joystick Hack);NO;YES;Seta;downtown;-;1989;
downtownp;downtown;DownTown / Mokugeki (prototype);NO;YES;Seta;downtown;-;1989;
downtown2;downtown;DownTown / Mokugeki (Set 2);NO;YES;Seta;downtown;-;1989;
drtomy;-;Dr. Tomy;YES;NO;Playmark;-;-;1993;
drtoppelu;drtoppel;Dr. Toppel's Adventure (US);NO;YES;Taito America Corporation;drtoppel;-;1987;
drtoppela;drtoppel;Dr. Toppel's Adventure (World, alt?);NO;YES;Taito Corporation Japan;drtoppel;-;1987;
drtoppelj;drtoppel;Dr. Toppel's Tankentai (Japan);NO;YES;Taito Corporation;drtoppel;-;1987;
drgnbowla;drgnbowl;Dragon Bowl (set 2, unencrypted program);NO;YES;Nics;drgnbowl;-;1992;
dbreedjm72;dbreed;Dragon Breed (Japan, M72 hardware);NO;YES;Irem;dbreed;-;1989;
dbreedm72;dbreed;Dragon Breed (World, M72 hardware);NO;YES;Irem;dbreed;-;1989;
dragngunj;dragngun;Dragon Gun (Japan);NO;YES;Data East Corporation;dragngun;-;1993;
drgnmst2;drgnmst;Dragon Master (set 2);NO;YES;Unico;drgnmst;-;1994;
dsabera;dsaber;Dragon Saber (World, older?);NO;YES;Namco;dsaber;-;1990;
dspirit2;dspirit;Dragon Spirit (DS2);NO;YES;Namco;dspirit;-;1987;
dspirit1;dspirit;Dragon Spirit (old version (DS1));NO;YES;Namco;dspirit;-;1987;
dw2001;-;Dragon World 2001 (V100, Japan);YES;NO;IGS (Alta Co., LTD License);pgm;-;2001;
drgw3105;drgw3;Dragon World 3 (V105);NO;YES;IGS;drgw3;-;1998;
drgw3;-;Dragon World 3 (V106, China);YES;NO;IGS;pgm;-;1998;
dwex;-;Dragon World 3 EX (V100, World);YES;NO;IGS;pgm;-;1998;
dwex101cn;dwex;Dragon World 3 EX (V101, China);NO;YES;IGS;dwex;-;1998;
drgw2100hk;drgw2;Dragon World II (V100, Hong Kong);NO;YES;IGS;drgw2;-;1997;
drgw2100x;drgw2;Dragon World II (V100X, World);NO;YES;IGS;drgw2;-;1997;
drgw2;-;Dragon World II (V110X, World);YES;NO;IGS;pgm;-;1997;
dwpc101j;dwpc;Dragon World Pretty Chance (V101, Japan);NO;YES;IGS (Alta Co., LTD License);dwpc;-;2001;
dwpc;-;Dragon World Pretty Chance (V110, China);YES;NO;IGS;pgm;-;2001;
dragonsh;-;Dragon's Heaven (development board);YES;NO;Face;neogeo;-;1996;
dbza;dbz;Dragonball Z (rev A);NO;YES;Banpresto;dbz;-;1993;
drgninjab2;baddudes;Dragonninja (bootleg with 68705);NO;YES;bootleg;baddudes;-;1988;
drgninjab;baddudes;Dragonninja (bootleg);NO;YES;bootleg;baddudes;-;1988;
drktnjr;drakton;Drakton (DKJr conversion);NO;YES;Epos Corporation;drakton;-;1984;
dreambal;-;Dream Ball (Japan V2.4);YES;NO;NDK / Data East;-;-;1993;
dland;bublbobl;Dream Land / Super Dream Land (bootleg of Bubble Bobble);NO;YES;bootleg;bublbobl;-;1987;
dsoccr94j;dsoccr94;Dream Soccer '94 (Japan);NO;YES;Irem;dsoccr94;-;1994;
dsoccr94k;dsoccr94;Dream Soccer '94 (Korea, M107 hardware);NO;YES;Irem (Data East Corporation license);dsoccr94;-;1994;
driblingbr;dribling;Dribbling (bootleg, Brazil);NO;YES;bootleg (Videomac);dribling;-;1983;
driblingo;dribling;Dribbling (Olympia);NO;YES;Model Racing (Olympia license);dribling;-;1983;
driftoutj;driftout;Drift Out (Japan);NO;YES;Visco (Japan);driftout;-;1991;
drivfrcb;drivfrcp;Driving Force (Galaxian conversion bootleg);NO;YES;bootleg (Elsys Software);drivfrcp;-;1985;
cdsteljn;-;DS Telejan (DECO Cassette) (Japan);YES;NO;Data East Corporation;decocass;-;1981;
dualaslt;liberate;Dual Assault;NO;YES;Data East USA;liberate;-;1984;
ducki;-;Duck Tales (FMV Demo);YES;NO;Sergi;neogeo;-;2009;
dungeonmu;lightbr;Dungeon Magic (Ver 2.1A 1994/02/18);NO;YES;Taito America Corporation;lightbr;-;1993;
ddsomar1;ddsom;Dungeons & Dragons - shadow over mystara (960208 Asia);NO;YES;Capcom;ddsom;-;1996;
ddsomr3;ddsom;Dungeons & Dragons - shadow over mystara (960208 Euro);NO;YES;Capcom;ddsom;-;1996;
ddsomr2;ddsom;Dungeons & Dragons - shadow over mystara (960209 Euro);NO;YES;Capcom;ddsom;-;1996;
ddsomb;ddsom;Dungeons & Dragons - shadow over mystara (960223 Brazil);NO;YES;Capcom;ddsom;-;1996;
ddsomh;ddsom;Dungeons & Dragons - shadow over mystara (960223 Hispanic);NO;YES;Capcom;ddsom;-;1996;
ddsomjr2;ddsom;Dungeons & Dragons - shadow over mystara (960223 Japan);NO;YES;Capcom;ddsom;-;1996;
ddsomud;ddsom;Dungeons & Dragons - shadow over mystara (960619 USA Phoenix Edition);NO;YES;bootleg;ddsom;-;1996;
ddtodar1;ddtod;Dungeons & Dragons - tower of doom (940113 Asia);NO;YES;Capcom;ddtod;-;1994;
ddtodr1;ddtod;Dungeons & Dragons - tower of doom (940113 Euro);NO;YES;Capcom;ddtod;-;1994;
ddtodhr2;ddtod;Dungeons & Dragons - tower of doom (940113 Hispanic);NO;YES;Capcom;ddtod;-;1994;
ddtodjr2;ddtod;Dungeons & Dragons - tower of doom (940113 Japan);NO;YES;Capcom;ddtod;-;1994;
ddtodhr1;ddtod;Dungeons & Dragons - tower of doom (940125 Hispanic);NO;YES;Capcom;ddtod;-;1994;
ddtodjr1;ddtod;Dungeons & Dragons - tower of doom (940125 Japan);NO;YES;Capcom;ddtod;-;1994;
ddtodd;ddtod;Dungeons & Dragons - tower of doom (940412 Euro Phoenix Edition);NO;YES;bootleg;ddtod;-;1994;
dunkshoto;dunkshot;Dunk Shot (FD1089 317-0022);NO;YES;Sega;dunkshot;-;1986;
dunkshota;dunkshot;Dunk Shot (Rev A, FD1089 317-0022);NO;YES;Sega;dunkshot;-;1987;
dcclubj;dcclub;Dynamic Country Club (Japan, ROM Based);NO;YES;Sega;dcclub;-;1991;
dcclubfd;dcclub;Dynamic Country Club (US, Floppy Based, FD1094 317-0058-09d);NO;YES;Sega;dcclub;-;1991;
dynabomb;-;Dynamite Bomber (Korea, Rev 1.5);YES;NO;Limenko;-;-;2000;
dyndukea;dynduke;Dynamite Duke (Europe, 25JUL89);NO;YES;Seibu Kaihatsu;dynduke;-;1989;
dyndukej;dynduke;Dynamite Duke (Japan, 03SEP89);NO;YES;Seibu Kaihatsu;dynduke;-;1989;
dyndukeja;dynduke;Dynamite Duke (Japan, 25JUL89);NO;YES;Seibu Kaihatsu;dynduke;-;1989;
dyndukeu;dynduke;Dynamite Duke (US, 25JUL89);NO;YES;Seibu Kaihatsu (Fabtek license);dynduke;-;1989;
ddux1;ddux;Dynamite Dux (set 1, World, 8751 317-0095);NO;YES;Sega;ddux;-;1989;
dduxd;ddux;Dynamite Dux (set 2, FD1094 317-0096 decrypted);NO;YES;Sega;ddux;-;1989;
ddux;-;Dynamite Dux (set 2, FD1094 317-0096);YES;NO;Sega;-;-;1989;
dduxjd;ddux;Dynamite Dux (set 2, Japan, FD1094 317-0094 decrypted);NO;YES;Sega;ddux;-;1989;
dduxj;ddux;Dynamite Dux (set 2, Japan, FD1094 317-0094);NO;YES;Sega;ddux;-;1989;
dleaguej;dleague;Dynamite League (Japan);NO;YES;Taito Corporation;dleague;-;1990;
dynwar;-;Dynasty Wars (US set 1);YES;NO;Capcom;-;-;1989;
dynwara;dynwar;Dynasty Wars (US set 2);NO;YES;Capcom;dynwar;-;1989;
ejanhs;-;E Jong High School (Japan);YES;NO;Seibu Kaihatsu;-;-;1996;
ejsakura12;ejsakura;E-Jan Sakurasou (Japan, SYS386F V1.2);NO;YES;Seibu Kaihatsu;ejsakura;-;1999;
ejsakura;-;E-Jan Sakurasou (Japan, SYS386F V2.0);YES;NO;Seibu Kaihatsu;-;-;1999;
eswatj1d;eswat;E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131 decrypted);NO;YES;Sega;eswat;-;1989;
eswatj1;eswat;E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131);NO;YES;Sega;eswat;-;1989;
eswatjd;eswat;E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128 decrypted);NO;YES;Sega;eswat;-;1989;
eswatj;eswat;E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128);NO;YES;Sega;eswat;-;1989;
