name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
cgraplop;Cassette: Graplop (aka Cluster Buster) (set 1);1983;DECO;NO;decocass;YES;-;-
chainrec;Chain Reaction (World, Version 2.2);1995;Data East Corporation;NO;-;YES;-;-
chaknpop;Chack'n Pop;1983;Taito Corporation;NO;-;YES;-;-
challeng;Challenger;1981;GamePlan (Centuri license);NO;-;YES;-;-
chameleo;Chameleon;1983;Jaleco;NO;-;YES;-;-
champbas;Champion Baseball;1983;Sega;NO;-;YES;-;-
champbb2;Champion Baseball II;1983;Sega;NO;-;YES;-;-
champwr;Champion Wrestler (World);1989;Taito Corporation Japan;NO;-;YES;-;-
changes;Changes;1982;Orca;NO;-;YES;-;-
charlien;Charlie Ninja;1995;Mitchell;NO;-;YES;-;-
chasehq;Chase H.Q. (World);1988;Taito Corporation Japan;NO;-;YES;-;-
chboxing;Champion Boxing;1984;Sega;NO;-;YES;-;-
checkman;Check Man;1982;Zilec-Zenitone;NO;-;YES;-;-
checkmat;Checkmate;1977;Midway;NO;-;YES;-;-
cheekyms;Cheeky Mouse;1980;Universal;NO;-;YES;-;-
cheesech;Cheese Chase;1994;Art and Magic;NO;-;YES;-;-
chelnov;Chelnov - Atomic Runner (World);1988;Data East Corporation;NO;-;YES;-;-
cheyenne;Cheyenne (version 1.0);1984;Exidy;NO;-;YES;-;-
chiller;Chiller (version 3.0);1986;Exidy;NO;-;YES;-;-
chimerab;Chimera Beast (prototype);1993;Jaleco;NO;-;YES;-;-
chinagat;China Gate (US);1988;[Technos] (Taito Romstar license);NO;-;YES;-;-
chinatwn;China Town (Japan);1991;Data East Corporation;NO;-;YES;-;-
chinhero;Chinese Hero;1984;Taiyo;NO;-;YES;-;-
chinmoku;Mahjong Chinmoku no Hentai (Japan 900511);1990;Nichibutsu;NO;-;YES;-;-
chokchok;Choky! Choky!;1995;SemiCom;NO;-;YES;-;-
chopper;Chopper I (US set 1);1988;SNK;NO;-;YES;-;-
chplft;Choplifter;1985;Sega;NO;-;YES;-;-
chqflag;Chequered Flag;1988;Konami;NO;-;YES;-;-
chukatai;Chuka Taisen (World);1988;Taito Corporation Japan;NO;-;YES;-;-
chwrestl;Champion Pro Wrestling;1985;Sega;NO;-;YES;-;-
chwy;Cassette: Highway Chase[Q];1985;DECO;NO;decocass;YES;-;-
circus;Circus;1977;Exidy;NO;-;YES;-;-
circusc;Circus Charlie;1984;Konami;NO;-;YES;-;-
cischeat;Cisco Heat;1990;Jaleco;NO;-;YES;-;-
citybomb;City Bomber (World);1987;Konami;NO;-;YES;-;-
citycon;City Connection (set 1);1985;Jaleco;NO;-;YES;-;-
citylove;City Love (Japan 860908);1986;Nichibutsu;NO;-;YES;-;-
ckong;Crazy Kong (set 1);1981;Falcon;NO;-;YES;-;-
clapapa;Cassette: Rootin' Tootin' (aka La.Pa.Pa);1983;DECO;NO;decocass;YES;-;-
claypign;Clay Pigeon (version 2.0);1986;Exidy;NO;-;YES;-;-
clayshoo;Clay Shoot;1979;Allied Leisure;NO;-;YES;-;-
cleopatr;Cleopatra Fortune (Japan);1996;Taito Corporation;NO;-;YES;-;-
cloak;Cloak and Dagger (rev 5);1983;Atari;NO;-;YES;-;-
clocknch;Cassette: Lock'n'Chase;1981;DECO;NO;decocass;YES;-;-
cloud9;Cloud 9 (prototype);1983;Atari;NO;-;YES;-;-
clowns;Clowns (rev. 2);1978;Midway;NO;-;YES;-;circus
clshroad;Clash-Road;1986;Woodplace Inc.;NO;-;YES;-;-
cltchitr;Clutch Hitter;19??;Sega;NO;-;YES;-;-
club90s;Mahjong CLUB 90's (set 1) (Japan 900919);1990;Nichibutsu;NO;-;YES;-;-
cluckypo;Cassette: Lucky Poker;1981;DECO;NO;decocass;YES;-;-
cluclu;Vs. Clu Clu Land;1984;Nintendo;NO;-;YES;-;-
cmehyou;Mahjong Circuit no Mehyou (Japan);1992;Nichibutsu/Kawakusu;NO;-;YES;-;-
cmissnx;Cassette: Mission-X;1982;DECO;NO;decocass;YES;-;-
cnightst;Cassette: Night Star (set 1);1983;DECO;NO;decocass;YES;-;-
cninja;Caveman Ninja (World revision 3);1991;Data East Corporation;NO;-;YES;-;-
cobracom;Cobra-Command (World revision 5);1988;Data East Corporation;NO;-;YES;-;-
colmns97;Columns 97;1996;Sega;NO;stvbios;YES;-;-
colony7;Colony 7 (set 1);1981;Taito;NO;-;YES;-;-
columns;Columns (US);1990;Sega;NO;-;YES;-;-
columns2;Columns II - The Voyage Through Time (Japan);1990;Sega;NO;-;YES;-;-
combasc;Combat School (joystick);1988;Konami;NO;-;YES;-;-
combat;Combat (version 3.0);1985;Exidy;NO;-;YES;-;-
combh;Combat Hawk;1987;Sega / Sanritsu;NO;-;YES;-;-
commando;Commando (World);1985;Capcom;NO;-;YES;-;-
commandw;Command War - Super Special Battle & War Game (Prototype);1992;Taito Corporation;NO;-;YES;-;-
commsega;Commando (Sega);1983;Sega;NO;-;YES;-;-
comotion;Comotion;1976;Gremlin;NO;-;YES;-;blockade
compgolf;Competition Golf Final Round (revision 3);1986;Data East;NO;-;YES;-;-
complexx;Complex X;1984;Taito America Corporation;NO;-;YES;-;-
congo;Congo Bongo (Rev C, 2 board stack);1983;Sega;NO;-;YES;-;-
contcirc;Continental Circus (World);1989;Taito Corporation Japan;NO;-;YES;-;-
contra;Contra (US);1987;Konami;NO;-;YES;-;-
cookbib;Cookie & Bibi;1995;SemiCom;NO;-;YES;-;-
cookbib2;Cookie & Bibi 2;1996;SemiCom;NO;-;YES;-;-
cookbib3;Cookie & Bibi 3;1997;SemiCom;NO;-;YES;-;-
coolpool;Cool Pool;1992;Catalina;NO;-;YES;-;-
cop01;Cop 01 (set 1);1985;Nichibutsu;NO;-;YES;-;-
copsnrob;Cops'n Robbers;1976;Atari;NO;-;YES;-;-
cosmccop;Cosmic Cop (World);1991;Irem;NO;-;YES;-;-
cosmica;Cosmic Alien;1979;Universal;NO;-;YES;-;-
cosmicg;Cosmic Guerilla;1979;Universal;NO;-;YES;-;-
cosmicm2;Cosmic Monsters II;1979;Universal;NO;-;YES;-;invaders
cosmicmo;Cosmic Monsters;1979;Universal;NO;-;YES;-;invaders
cosmo;Cosmo;1979;TDS & Mints;NO;-;YES;-;invaders
cosmogng;Cosmo Gang the Video (US);1991;Namco;NO;-;YES;-;-
cosmos;Cosmos;1981;Century Electronics;NO;cvs;YES;-;-
cotton;Cotton (Japan);19??;Sega;NO;-;YES;-;-
cotton2;Cotton 2;1997;Success;NO;stvbios;YES;-;-
cottonbm;Cotton Boomerang;1998;Success;NO;stvbios;YES;-;-
countrun;Counter Run;1988;Nihon System (Sega license);NO;-;YES;-;-
cppicf;Cassette: Peter Pepper's Ice Cream Factory (set 1);1984;DECO;NO;decocass;YES;-;-
cprobowl;Cassette: Pro Bowling;1983;DECO;NO;decocass;YES;-;-
cprogolf;Cassette: Pro Golf;1981;DECO;NO;decocass;YES;-;-
cprosocc;Cassette: Pro Soccer;1983;DECO;NO;decocass;YES;-;-
cptennis;Cassette: Pro Tennis;1982;DECO;NO;decocass;YES;-;-
cpzn1;ZN1;1997;Sony/Capcom;NO;-;YES;-;-
cpzn2;ZN2;1997;Sony/Capcom;NO;-;YES;-;-
cracksht;Crackshot (version 2.0);1985;Exidy;NO;-;YES;-;-
crash;Crash;1979;Exidy;NO;-;YES;-;-
crater;Crater Raider;1984;Bally Midway;NO;-;YES;-;-
crbaloon;Crazy Balloon (set 1);1980;Taito Corporation;NO;-;YES;-;-
crgolf;Crowns Golf (set 1);1984;Nasco Japan;NO;-;YES;-;-
crimec;Crime City (World);1989;Taito Corporation Japan;NO;-;YES;-;-
crimfght;Crime Fighters (US 4 players);1989;Konami;NO;-;YES;-;-
crkdown;Crackdown;????;Sega;NO;-;YES;-;-
crospang;Cross Pang;1998;F2 System;NO;-;YES;-;-
crossbow;Crossbow (version 2.0);1983;Exidy;NO;-;YES;-;-
crshrace;Lethal Crash Race (set 1);1993;Video System Co.;NO;-;YES;-;-
crswd2bl;Crossed Swords 2;1996;bootleg;NO;neogeo;YES;-;-
crsword;Crossed Swords;1991;Alpha Denshi Co.;NO;neogeo;YES;-;-
crush;Crush Roller (Kural Samno);1981;Kural Samno Electric;NO;-;YES;-;-
crusnusa;Cruis'n USA (rev L4.1);1994;Midway;NO;-;YES;-;-
crusnwld;Cruis'n World (rev L2.3);1996;Midway;NO;-;YES;-;-
cryptklr;Crypt Killer (ver. UAA);1995;Konami;NO;-;YES;-;-
crystal2;Crystal Gal 2 (Japan 860620);1986;Nichibutsu;NO;-;YES;-;-
crystalg;Crystal Gal (Japan 860512);1986;Nichibutsu;NO;-;YES;-;-
crzrally;Crazy Rally;1985;Tecfri;NO;-;YES;-;-
csclub;Capcom Sports Club (Euro 970722);1997;Capcom;NO;-;YES;-;-
cscrtry;Cassette: Scrum Try (set 1);1984;DECO;NO;decocass;YES;-;-
cshift;Chicken Shift;1984;Bally/Sente;NO;-;YES;-;-
cshooter;Cross Shooter (not encrypted);1987;[Seibu Kaihatsu] (Taito license);NO;-;YES;-;-
csilver;Captain Silver (Japan);1987;Data East Corporation;NO;-;YES;-;-
csprint;Championship Sprint (rev 3);1986;Atari Games;NO;-;YES;-;-
cstlevna;Vs. Castlevania;1987;Konami;NO;-;YES;-;-
csuperas;Cassette: Super Astro Fighter;1981;DECO;NO;decocass;YES;-;-
cterrani;Cassette: Terranean;1981;DECO;NO;decocass;YES;-;-
ctisland;Cassette: Treasure Island (set 1);1981;DECO;NO;decocass;YES;-;-
ctomaday;Captain Tomaday;1999;Visco;NO;neogeo;YES;-;-
ctornado;Cassette: Tornado;1982;DECO;NO;decocass;YES;-;-
ctribe;The Combatribes (US);1990;Technos;NO;-;YES;-;-
ctsttape;Cassette: Test Tape;1981;DECO;NO;decocass;YES;-;-
cubybop;Cuby Bop (Location Test);199?;Taito Corporation;NO;-;YES;-;-
cuebrick;Cue Brick (Japan);1989;Konami;NO;-;YES;-;-
cupsoc;Seibu Cup Soccer;1992;Seibu;NO;-;YES;-;-
curvebal;Curve Ball;1984;Mylstar;NO;-;YES;-;-
cutefght;Cute Fighter;1998;SemiCom;NO;-;YES;-;-
cutieq;Cutie Q;1979;Namco;NO;-;YES;-;-
cvs;CVS Bios;1981;Century Electronics;NO;-;YES;-;-
cworld;Capcom World (Japan);1989;Capcom;NO;-;YES;-;-
cworld2j;Capcom World 2 (Japan 920611);1992;Capcom;NO;-;YES;-;-
cybattlr;Cybattler;1993;Jaleco;NO;-;YES;-;-
cyberbal;Cyberball (rev 4);1988;Atari Games;NO;-;YES;-;-
cyberlip;Cyber-Lip;1990;SNK;NO;neogeo;YES;-;-
cybots;Cyberbots: Fullmetal Madness (USA 950424);1995;Capcom;NO;-;YES;-;-
cybrcomm;Cyber Commando (Rev. CY1, Japan);1995;Namco;NO;-;YES;-;-
cybrcycc;Cyber Cycles (Rev. CB2 Ver.C);1995;Namco;NO;-;YES;-;-
cybsled;Cyber Sled;1993;Namco;NO;-;YES;-;-
cyclshtg;Cycle Shooting;1986;Taito;NO;-;YES;-;-
cyvern;Cyvern (Japan);1998;Kaneko;NO;skns;YES;-;-
czeroize;Cassette: Zeroize;1983;DECO;NO;decocass;YES;-;-
daikaiju;Daikaiju no Gyakushu;1986;Taito;NO;-;YES;-;-
daioh;Daioh;1993;Athena;NO;-;YES;-;-
daireika;Mahjong Daireikai;1989;Jaleco / NMK;NO;-;YES;-;-
daiskiss;Daisu-Kiss (ver JAA);1996;Konami;NO;konamigx;YES;-;-
daitorid;Daitoride;1995;Metro;NO;-;YES;-;-
daiyogen;Mahjong Daiyogen (Japan);1990;Video System Co.;NO;-;YES;-;-
dakkochn;DakkoChan Jansoh;1987;Sega;NO;-;YES;-;-
danceyes;Dancing Eyes (DC1-VER.A);1996;Namco;NO;-;YES;-;-
danchih;Danchi de Hanafuda;1999;Altron (Tecmo license);NO;stvbios;YES;-;-
dangar;Dangar - Ufo Robo (12-1-1986);1986;Nichibutsu;NO;-;YES;-;-
dangerex;Danger Express (prototype);1992;Atari Games;NO;-;YES;-;-
dangerz;Danger Zone;1986;Cinematronics;NO;-;YES;-;-
dangseed;Dangerous Seed (Japan);1989;Namco;NO;-;YES;-;-
daraku;Daraku Tenshi - The Fallen Angels;1998;Psikyo;NO;-;YES;-;-
darius;Darius (World);1986;Taito Corporation Japan;NO;-;YES;-;-
darius2;Darius II (Japan);1989;Taito Corporation;NO;-;YES;-;-
dariusg;Darius Gaiden - Silver Hawk (World);1994;Taito Corporation Japan;NO;-;YES;-;-
darkedge;Dark Edge;1993;Sega;NO;-;YES;-;-
darkmist;The Lost Castle in Darkmist;1986;Seibu Kaihatsu (Taito license);NO;-;YES;-;-
darkplnt;Dark Planet;1982;Stern;NO;-;YES;-;-
darkseal;Dark Seal (World revision 3);1990;Data East Corporation;NO;-;YES;-;-
darktowr;Dark Tower;1992;Game Room;NO;-;YES;-;-
darkwar;Dark Warrior;1981;Century Electronics;NO;cvs;YES;-;-
darwin;Darwin 4078 (Japan);1986;Data East Corporation;NO;-;YES;-;-
dazzler;Dazzler;1982;Century Electronics;NO;cvs;YES;-;-
dblaxle;Double Axle (US);1991;Taito America Corporation;NO;-;YES;-;-
dblewing;Double Wings;1993;Mitchell;NO;-;YES;-;-
dblplay;Super Baseball Double Play Home Run Derby;1987;Leland Corp. / Tradewest;NO;-;YES;-;-
dbreed;Dragon Breed;1989;Irem;NO;-;YES;-;-
dbz;Dragonball Z;1993;Banpresto;NO;-;YES;-;-
dbz2;Dragonball Z 2 Super Battle;1994;Banpresto;NO;-;YES;-;-
dbzvrvs;Dragon Ball Z V.R.V.S.;1994;Sega / Banpresto;NO;-;YES;-;-
dcclub;Dynamic Country Club;1991;Sega;NO;-;YES;-;-
dcon;D-Con;1992;Success;NO;-;YES;-;-
dday;D-Day;1982;Olympia;NO;-;YES;-;-
ddcrew;DD Crew;19??;Sega;NO;-;YES;-;-
ddenlovr;Don Den Lover Vol. 1 (Hong Kong);1996;Dynax;NO;-;YES;-;-
ddonpach;DoDonPachi (International);1997;Atlus/Cave;NO;-;YES;-;-
ddp3;DoDonPachi Dai-Ou-Jou;2002;Cave;NO;-;YES;-;-
ddragon;Double Dragon (Japan);1987;Technos;NO;-;YES;-;-
ddragon2;Double Dragon II - The Revenge (World);1988;Technos;NO;-;YES;-;-
ddragon3;Double Dragon 3 - The Rosetta Stone (US);1990;Technos;NO;-;YES;-;-
ddribble;Double Dribble;1986;Konami;NO;-;YES;-;-
ddsom;Dungeons and Dragons: Shadow over Mystara (Euro 960619);1996;Capcom;NO;-;YES;-;-
ddtod;Dungeons and Dragons: Tower of Doom (Euro 940412);1993;Capcom;NO;-;YES;-;-
ddungeon;Dangerous Dungeons;1992;East Coast Coin Company (Melbourne);NO;-;YES;-;-
deadang;Dead Angle;1988;Seibu Kaihatsu;NO;-;YES;-;-
deadconx;Dead Connection (World);1992;Taito Corporation Japan;NO;-;YES;-;-
deadeye;Dead Eye;1978;Meadows;NO;-;YES;-;-
dealer;The Dealer;19??;Epos Corporation;NO;-;YES;-;-
decathlt;Decathlete;1995;Sega;NO;stvbios;YES;-;-
decocass;Cassette System;1981;DECO;NO;-;YES;-;-
deerhunt;Deer Hunting USA V4.3;2000;Sammy USA Corporation;NO;-;YES;-;-
defender;Defender (Red label);1980;Williams;NO;-;YES;-;-
deluxe5;Deluxe 5 (ver. 0107, 07-01-2000);2000;ESD;NO;-;YES;-;-
demoderb;Demolition Derby;1984;Bally Midway;NO;-;YES;-;-
demon;Demon;1982;Rock-ola;NO;-;YES;-;-
demoneye;Demoneye-X;1981;Irem;NO;-;YES;-;-
demonwld;Demon's World - Horror Story;1990;Toaplan;NO;-;YES;-;-
denjinmk;Denjin Makai;1994;Banpresto;NO;-;YES;-;-
depthch;Depthcharge;1977;Gremlin;NO;-;YES;-;-
deroon;Deroon DeroDero;1996;Tecmo;NO;-;YES;-;-
desertgu;Desert Gun;1977;Midway;NO;-;YES;-;-
desertwr;Desert War - Wangan Sensou;1995;Jaleco;NO;-;YES;-;-
destroyr;Destroyer;1977;Atari;NO;-;YES;-;-
devilfsh;Devil Fish;1982;Artic;NO;-;YES;-;-
devilw;Devil World;1987;Konami;NO;-;YES;-;-
devstors;Devastators (ver. Z);1988;Konami;NO;-;YES;-;-
devzone;Devil Zone;1980;Universal;NO;-;YES;-;-
dfeveron;Dangun Feveron (Japan);1998;Cave (Nihon System license);NO;-;YES;-;-
dharma;Dharma Doujou;1994;Metro;NO;-;YES;-;-
diamond;Diamond Run;1989;KH Video;NO;-;YES;-;-
dicegame;Dice - The Dice Game!;1991;bootleg (Tuning);NO;-;YES;-;-
diehard;Die Hard Arcade (US);1996;Sega;NO;stvbios;YES;-;-
dietgo;Diet Go Go (Euro v1.1);1992;Data East Corporation;NO;-;YES;-;-
digdug;Dig Dug (rev 2);1982;Namco;NO;-;YES;-;-
digdug2;Dig Dug II (New Ver.);1985;Namco;NO;-;YES;-;-
digger;Digger;1980;Sega;NO;-;YES;-;-
diggerc;Digger (CVS);1982;Century Electronics;NO;cvs;YES;-;-
dimahoo;Dimahoo (USA 000121);2000;Eighting/Raizing, distributed by Capcom;NO;-;YES;-;-
dingo;Dingo;1983;Ashby Computers and Graphics LTD. (Jaleco license);NO;-;YES;-;-
dino;Cadillacs and Dinosaurs (World 930201);1993;Capcom;NO;-;YES;-;-
dinorex;Dino Rex (World);1992;Taito Corporation Japan;NO;-;YES;-;-
dirtfoxj;Dirt Fox (Japan);1989;Namco;NO;-;YES;-;-
disco;Disco No.1;1982;Data East;NO;-;YES;-;-
diverboy;Diver Boy;1992;Electronic Devices Italy;NO;-;YES;-;-
djboy;DJ Boy;1989;Kaneko;NO;-;YES;-;-
dkong;Donkey Kong (US set 1);1981;Nintendo of America;NO;-;YES;-;-
dkong3;Donkey Kong 3 (US);1983;Nintendo of America;NO;-;YES;-;-
dkongjr;Donkey Kong Junior (US);1982;Nintendo of America;NO;-;YES;-;-
dlair;Dragon's Lair;1983;Cinematronics;NO;-;YES;-;-
dleague;Dynamite League (Japan);1990;Taito Corporation;NO;-;YES;-;-
doapp;Dead Or Alive ++ (JAPAN);1998;Tecmo;NO;tps;YES;-;-
docastle;Mr. Do's Castle (set 1);1983;Universal;NO;-;YES;-;-
dockman;Dock Man;1982;Taito Corporation;NO;-;YES;-;-
dodgem;Dodgem;1979;Zaccaria;NO;-;YES;-;-
dodgeman;Dodge Man;1983;Omori Electric;NO;-;YES;-;-
dogfgt;Acrobatic Dog-Fight;1984;Technos;NO;-;YES;-;-
dogfight;Dog Fight (Thunderbolt);1983;[Orca] Thunderbolt;NO;-;YES;-;-
dogpatch;Dog Patch;1977;Midway;NO;-;YES;-;circus
dogyuun;Dogyuun;1992;Toaplan;NO;-;YES;-;-
dokaben;Dokaben (Japan);1989;Capcom;NO;-;YES;-;-
dokidoki;Doki Doki Penguin Land;1985;Sega;NO;-;YES;-;-
dokyusei;Mahjong Doukyuusei;1995;Make Software / Elf / Media Trading;NO;-;YES;-;-
dokyusp;Mahjong Doukyuusei Special;1995;Make Software / Elf / Media Trading;NO;-;YES;-;-
dolmen;Dolmen;1995;Afega;NO;-;YES;-;-
domino;Domino Man;1982;Bally Midway;NO;-;YES;-;-
dominos;Dominos;1977;Atari;NO;-;YES;-;-
dommy;Dommy;198?;Technos;NO;-;YES;-;-
dondenmj;Don Den Mahjong [BET] (Japan);1986;Dyna Electronics;NO;-;YES;-;-
dondokod;Don Doko Don (World);1989;Taito Corporation Japan;NO;-;YES;-;-
donpachi;DonPachi (US);1995;Atlus/Cave;NO;-;YES;-;-
dorachan;Dorachan;1980;Craul Denshi;NO;-;YES;-;-
dorodon;Dorodon (set 1);1982;Falcon;NO;-;YES;-;-
dorunrun;Do! Run Run (set 1);1984;Universal;NO;-;YES;-;-
dotrikun;Dottori Kun (new version);1990;Sega;NO;-;YES;-;-
dotron;Discs of Tron (Upright);1983;Bally Midway;NO;-;YES;-;-
doubledr;Double Dragon (Neo-Geo);1995;Technos;NO;neogeo;YES;-;-
dowild;Mr. Do's Wild Ride;1984;Universal;NO;-;YES;-;-
downtown;DownTown;1989;Seta;NO;-;YES;-;-
dragnblz;Dragon Blaze;2000;Psikyo;NO;-;YES;-;-
dragngun;Dragon Gun (US);1993;Data East Corporation;NO;-;YES;-;-
dragoonj;Dragoon Might (ver JAA);1995;Konami;NO;konamigx;YES;-;-
dragrace;Drag Race;1977;Atari;NO;-;YES;-;-
dragwld2;Zhong Guo Long II (ver. 100C, China);1997;IGS;NO;pgm;YES;-;-
drakton;Drakton;198?;Epos Corporation;NO;-;YES;-;dkong
dreamwld;Dream World;2000;SemiCom;NO;-;YES;-;-
dremshpr;Dream Shopper;1982;Sanritsu;NO;-;YES;-;-
drgnbowl;Dragon Bowl;1992;Nics;NO;-;YES;-;-
drgnbstr;Dragon Buster;1984;Namco;NO;-;YES;-;-
drgnmst;Dragon Master;1994;Unico;NO;-;YES;-;-
drgnunit;Dragon Unit - Castle of Dragon;1989;Seta;NO;-;YES;-;-
drgnwrld;Dragon World (World, V040O);1997;IGS;NO;-;YES;-;-
drgpunch;Dragon Punch (Japan);1989;Dynax;NO;-;YES;-;-
dribling;Dribbling;1983;Model Racing;NO;-;YES;-;-
drifto94;Drift Out '94 - The Hard Order (Japan);1994;Visco;NO;-;YES;-;-
driftout;Drift Out (Japan);1991;Visco;NO;-;YES;-;-
drivedge;Driver's Edge;1994;Strata/Incredible Technologies;NO;-;YES;-;-
drivfrcp;Driving Force (Pac-Man conversion);1984;Shinkai Inc. (Magic Eletronics Inc. licence);NO;-;YES;-;-
drmario;Vs. Dr. Mario;1990;Nintendo;NO;-;YES;-;-
drmicro;Dr. Micro;1983;Sanritsu;NO;-;YES;-;-
drtoppel;Dr. Toppel's Adventure (World);1987;Taito Corporation Japan;NO;-;YES;-;-
dsaber;Dragon Saber;1990;Namco;NO;-;YES;-;-
dsoccr94;Dream Soccer '94;1994;Irem (Data East Corporation license);NO;-;YES;-;-
dspirit;Dragon Spirit (new version);1987;Namco;NO;-;YES;-;-
dstlk;Darkstalkers: The Night Warriors (Euro 940705);1994;Capcom;NO;-;YES;-;-
duckhunt;Vs. Duck Hunt;1985;Nintendo;NO;-;YES;-;-
dungeonm;Dungeon Magic (World);1993;Taito Corporation Japan;NO;-;YES;-;-
dunkmnia;Dunk Mania (DM1-VER.C);1995;Namco;NO;-;YES;-;-
dunkshot;Dunk Shot;19??;Sega;NO;-;YES;-;-
dw;Dynasty Wars (World);1989;Capcom;NO;-;YES;-;-
dyger;Dyger (Korea set 1);1989;Philko;NO;-;YES;-;-
dynablst;Dynablaster (World);1992;Irem (licensed from Hudson Soft);NO;-;YES;-;-
dynagear;Dyna Gears;1994;Sammy;NO;-;YES;-;-
dynamski;Dynamic Ski;1984;Taiyo;NO;-;YES;-;-
dynduke;Dynamite Duke;1989;Seibu Kaihatsu (Fabtek license);NO;-;YES;-;-
dynobop;Dyno Bop;1990;Grand Products/Incredible Technologies;NO;-;YES;-;-
eaglshot;Eagle Shot Golf;1994;Sammy;NO;-;YES;-;-
earthjkr;U.N. Defense Force - Earth Joker (Japan);1993;Visco;NO;-;YES;-;-
ebases;Extra Bases;1980;Midway;NO;-;YES;-;-
ecofghtr;Eco Fighters (World 931203);1993;Capcom;NO;-;YES;-;-
edf;E.D.F.  - Earth Defense Force;1991;Jaleco;NO;-;YES;-;-
edrandy;The Cliffhanger - Edward Randy (World revision 2);1990;Data East Corporation;NO;-;YES;-;-
eeekk;Eeekk!;1983;Epos Corporation;NO;-;YES;-;-
eggor;Eggor;1983;Telko;NO;-;YES;-;-
eggventr;Egg Venture;1997;The Game Room;NO;-;YES;-;-
ehrgeiz;Ehrgeiz (EG3-VER.A);1998;Square/Namco;NO;-;YES;-;-
eightfrc;Eight Forces;1994;Tecmo;NO;-;YES;-;-
eightman;Eight Man;1991;SNK / Pallas;NO;neogeo;YES;-;-
einnings;Extra Inning;1978;Midway;NO;-;YES;-;-
ejihon;Ejihon Tantei Jimusyo;1995;Sega;NO;stvbios;YES;-;-
elandore;Fighting Dragon Legend Elan Doree;1998;Sai-Mate;NO;stvbios;YES;-;-
elecyoyo;The Electric Yo-Yo (set 1);1982;Taito America Corporation;NO;-;YES;-;-
elevator;Elevator Action;1983;Taito Corporation;NO;-;YES;-;-
elim2;Eliminator (2 Players, set 1);1981;Gremlin;NO;-;YES;-;-
elvactr;Elevator Action Returns (World);1994;Taito Corporation Japan;NO;-;YES;-;-
embargo;Embargo;1977;Cinematronics;NO;-;YES;-;-
emeralda;Emeraldia (Japan Version B);1993;Namco;NO;-;YES;-;-
enduror;Enduro Racer;1986;Sega;NO;-;YES;-;-
enforce;Enforce (Japan);1988;Taito Corporation;NO;-;YES;-;-
enigma2;Enigma 2;1981;GamePlan (Zilec Electronics license);NO;-;YES;-;-
eprom;Escape from the Planet of the Robot Monsters (set 1);1989;Atari Games;NO;-;YES;-;-
equites;Equites;1984;Alpha Denshi Co.;NO;-;YES;-;-
esb;The Empire Strikes Back;1985;Atari Games;NO;-;YES;-;-
esckids;Escape Kids (Asia 4 Players);1991;Konami;NO;-;YES;-;-
espgal;EspGaluda;2002;Cave;NO;-;YES;-;-
espial;Espial (US[Q]);1983;[Orca] Thunderbolt;NO;-;YES;-;-
esprade;ESP Ra.De. (International Ver 1998 4-22);1998;Atlus/Cave;NO;-;YES;-;-
eswat;E-Swat - Cyber Police;1989;Sega;NO;-;YES;-;-
eto;Kokontouzai Eto Monogatari (Japan);1994;Visco;NO;-;YES;-;-
evilston;Evil Stone;1990;Spacy Industrial, Ltd.;NO;-;YES;-;-
excitebk;Vs. Excitebike;1984;Nintendo;NO;-;YES;-;-
exctleag;Excite League;19??;Sega;NO;-;YES;-;-
exctsccr;Exciting Soccer;1983;Alpha Denshi Co.;NO;-;YES;-;-
exedexes;Exed Exes;1985;Capcom;NO;-;YES;-;-
exerion;Exerion;1983;Jaleco;NO;-;YES;-;-
exprraid;Express Raider (US);1986;Data East USA;NO;-;YES;-;-
extdwnhl;Extreme Downhill (v1.5);1995;Sammy Industries Japan;NO;-;YES;-;-
exterm;Exterminator;1989;Gottlieb / Premier Technology;NO;-;YES;-;-
extrmatn;Extermination (US);1987;[Taito] World Games;NO;-;YES;-;-
exvania;Exvania (Japan);1992;Namco;NO;-;YES;-;-
exzisus;Exzisus (Japan);1987;Taito Corporation;NO;-;YES;-;-
eyes;Eyes (Digitrex Techstar);1982;Digitrex Techstar (Rock-ola license);NO;-;YES;-;-
f1dream;F-1 Dream;1988;Capcom (Romstar license);NO;-;YES;-;-
f1en;F1 Exhaust Note;1991;Sega;NO;-;YES;-;-
f1gp;F-1 Grand Prix;1991;Video System Co.;NO;-;YES;-;-
f1gp2;F-1 Grand Prix Part II;1992;Video System Co.;NO;-;YES;-;-
f1gpstar;Grand Prix Star;1991;Jaleco;NO;-;YES;-;-
f1gpstr2;F-1 Grand Prix Star II;1993;Jaleco;NO;-;YES;-;-
f1lap;F1 Super Lap (World);1993;Sega;NO;-;YES;-;-
f1superb;F1 Super Battle;1994;Jaleco;NO;-;YES;-;-
faceoff;Face Off (Japan);1988;Namco;NO;-;YES;-;-
fantasia;Fantasia;1994;Comad and New Japan System;NO;-;YES;-;-
fantasy;Fantasy (US);1981;[SNK] (Rock-ola license);NO;-;YES;-;-
fantland;Fantasy Land;1987;Electronic Devices Italy;NO;-;YES;-;-
fantsia2;Fantasia II;1997;Comad;NO;-;YES;-;-
fantsy95;Fantasy '95;1995;Hi-max Technology Inc.;NO;-;YES;-;-
fantzn2;Fantasy Zone 2;198?;????;NO;-;YES;-;-
