name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
gimeabrk;"Gimme A Break";1985;"Bally/Sente";YES;-;NO;-;-
minigolf;"Mini Golf (set 1)";1985;"Bally/Sente";YES;-;NO;-;-
minigol2;"Mini Golf (set 2)";1985;"Bally/Sente";NO;minigolf;YES;minigolf;-
toggle;"Toggle (prototype)";1985;"Bally/Sente";YES;-;NO;-;-
nametune;"Name That Tune";1986;"Bally/Sente";YES;-;NO;-;-
nstocker;"Night Stocker";1986;"Bally/Sente";YES;-;NO;-;-
sfootbal;"Street Football";1986;"Bally/Sente";YES;-;NO;-;-
spiker;"Spiker";1986;"Bally/Sente";YES;-;NO;-;-
stompin;"Stompin'";1986;"Bally/Sente";YES;-;NO;-;-
rescraid;"Rescue Raider";1987;"Bally/Midway";YES;-;NO;-;-
rescrdsa;"Rescue Raider (Stand-Alone)";1987;"Bally/Midway";NO;rescraid;YES;rescraid;-
grudge;"Grudge Match (prototype)";;"Bally/Midway";YES;-;NO;-;-
shrike;"Shrike Avenger (prototype)";;"Bally/Sente";YES;-;NO;-;-
gridlee;"Gridlee";1983;"Videa";YES;-;NO;-;-
andromed;"Andromeda (Japan?)";1979;"Irem";YES;-;NO;-;-
ipminvad;"IPM Invader";;"Irem";YES;-;NO;-;-
skychut;"Sky Chuter";1980;"Irem";YES;-;NO;-;-
spacbeam;"Space Beam";1979;"Irem";YES;-;NO;-;-
greenber;"Green Beret (Irem)";1980;"Irem";YES;-;NO;-;-
headoni;"Head On (Irem, M-15 Hardware)";;"Irem";YES;-;NO;-;-
redalert;"Red Alert";1981;"Irem + GDI";YES;-;NO;-;-
demoneye;"Demoneye-X";1981;"Irem";YES;-;NO;-;-
olibochu;"Oli-Boo-Chu";1981;"Irem + GDI";YES;-;NO;-;-
mpatrol;"Moon Patrol";1982;"Irem";YES;-;NO;-;-
mpatrolw;"Moon Patrol (Williams)";1982;"Irem (Williams license)";NO;mpatrol;YES;mpatrol;-
troangel;"Tropical Angel";1983;"Irem";YES;-;NO;-;-
yard;"10-Yard Fight (Japan)";1983;"Irem";YES;-;NO;-;-
vsyard;"Vs 10-Yard Fight (World, 11/05/84)";1984;"Irem";NO;yard;YES;yard;-
vsyard2;"Vs 10-Yard Fight (Japan)";1984;"Irem";NO;yard;YES;yard;-
travrusa;"Traverse USA / Zippy Race";1983;"Irem";YES;-;NO;-;-
motorace;"MotoRace USA";1983;"Irem (Williams license)";NO;travrusa;YES;travrusa;-
shtrider;"Shot Rider";1985;"Seibu Kaihatsu";YES;-;NO;-;-
shtridra;"Shot Rider (Sigma license)";1984;"Seibu Kaihatsu (Sigma license)";NO;shtrider;YES;shtrider;-
wilytowr;"Wily Tower";1984;"Irem";YES;-;NO;-;-
atomboy;"Atomic Boy";1985;"Irem (Memetron license)";NO;wilytowr;YES;wilytowr;-
fghtbskt;"Fighting Basketball";1984;"Paradise Co. Ltd.";YES;-;NO;-;-
kungfum;"Kung-Fu Master";1984;"Irem";YES;-;NO;-;-
kungfud;"Kung-Fu Master (Data East)";1984;"Irem (Data East license)";NO;kungfum;YES;kungfum;-
spartanx;"Spartan X (Japan)";1984;"Irem";NO;kungfum;YES;kungfum;-
kungfub;"Kung-Fu Master (bootleg set 1)";1984;"bootleg";NO;kungfum;YES;kungfum;-
kungfub2;"Kung-Fu Master (bootleg set 2)";1984;"bootleg";NO;kungfum;YES;kungfum;-
battroad;"The Battle-Road";1984;"Irem";YES;-;NO;-;-
ldrun;"Lode Runner (set 1)";1984;"Irem (licensed from Broderbund)";YES;-;NO;-;-
ldruna;"Lode Runner (set 2)";1984;"Irem (licensed from Broderbund)";NO;ldrun;YES;ldrun;-
ldrun2;"Lode Runner II - The Bungeling Strikes Back";1984;"Irem (licensed from Broderbund)";YES;-;NO;-;-
ldrun3;"Lode Runner III - The Golden Labyrinth";1985;"Irem (licensed from Broderbund)";YES;-;NO;-;-
ldrun3jp;"Lode Runner III - Majin No Fukkatsu";1985;"Irem (licensed from Broderbund)";NO;ldrun3;YES;ldrun3;-
ldrun4;"Lode Runner IV - Teikoku Karano Dasshutsu";1986;"Irem (licensed from Broderbund)";YES;-;NO;-;-
lotlot;"Lot Lot";1985;"Irem (licensed from Tokuma Shoten)";YES;-;NO;-;-
kidniki;"Kid Niki - Radical Ninja (World)";1986;"Irem";YES;-;NO;-;-
kidnikiu;"Kid Niki - Radical Ninja (US)";1986;"Irem (Data East USA license)";NO;kidniki;YES;kidniki;-
yanchamr;"Kaiketsu Yanchamaru (Japan)";1986;"Irem";NO;kidniki;YES;kidniki;-
lithero;"Little Hero";1987;"bootleg";NO;kidniki;YES;kidniki;-
spelunkr;"Spelunker";1985;"Irem (licensed from Broderbund)";YES;-;NO;-;-
spelnkrj;"Spelunker (Japan)";1985;"Irem (licensed from Broderbund)";NO;spelunkr;YES;spelunkr;-
spelunk2;"Spelunker II";1986;"Irem (licensed from Broderbund)";YES;-;NO;-;-
horizon;"Horizon";1985;"Irem";YES;-;NO;-;-
youjyudn;"Youjyuden (Japan)";1986;"Irem";YES;-;NO;-;-
vigilant;"Vigilante (World)";1988;"Irem";YES;-;NO;-;-
vigilntu;"Vigilante (US)";1988;"Irem (Data East USA license)";NO;vigilant;YES;vigilant;-
vigilntj;"Vigilante (Japan)";1988;"Irem";NO;vigilant;YES;vigilant;-
kikcubic;"Meikyu Jima (Japan)";1988;"Irem";YES;-;NO;-;-
kikcubib;"Kickle Cubele";1988;"bootleg";NO;kikcubic;YES;kikcubic;-
buccanrs;"Buccaneers (set 1)";1989;"Duintronic";YES;-;NO;-;-
buccanra;"Buccaneers (set 2)";1989;"Duintronic";NO;buccanrs;YES;buccanrs;-
rtype;"R-Type (Japan)";1987;"Irem";YES;-;NO;-;-
rtypepj;"R-Type (Japan prototype)";1987;"Irem";NO;rtype;YES;rtype;-
rtypeu;"R-Type (US)";1987;"Irem (Nintendo of America license)";NO;rtype;YES;rtype;-
bchopper;"Battle Chopper";1987;"Irem";YES;-;NO;-;-
mrheli;"Mr. HELI no Dai-Bouken";1987;"Irem";NO;bchopper;YES;bchopper;-
nspirit;"Ninja Spirit";1988;"Irem";YES;-;NO;-;-
nspiritj;"Saigo no Nindou (Japan)";1988;"Irem";NO;nspirit;YES;nspirit;-
imgfight;"Image Fight (Japan)";1988;"Irem";YES;-;NO;-;-
loht;"Legend of Hero Tonma";1989;"Irem";YES;-;NO;-;-
xmultipl;"X Multiply (Japan)";1989;"Irem";YES;-;NO;-;-
dbreed;"Dragon Breed (M81 pcb version)";1989;"Irem";YES;-;NO;-;-
dbreed72;"Dragon Breed (M72 pcb version)";1989;"Irem";NO;dbreed;YES;dbreed;-
rtype2;"R-Type II";1989;"Irem";YES;-;NO;-;-
rtype2j;"R-Type II (Japan)";1989;"Irem";NO;rtype2;YES;rtype2;-
majtitle;"Major Title (Japan)";1990;"Irem";YES;-;NO;-;-
hharry;"Hammerin' Harry (World)";1990;"Irem";YES;-;NO;-;-
hharryu;"Hammerin' Harry (US)";1990;"Irem America";NO;hharry;YES;hharry;-
dkgensan;"Daiku no Gensan (Japan)";1990;"Irem";NO;hharry;YES;hharry;-
dkgenm72;"Daiku no Gensan (Japan, M72)";1990;"Irem";NO;hharry;YES;hharry;-
poundfor;"Pound for Pound (World)";1990;"Irem";YES;-;NO;-;-
poundfou;"Pound for Pound (US)";1990;"Irem America";NO;poundfor;YES;poundfor;-
airduel;"Air Duel (Japan)";1990;"Irem";YES;-;NO;-;-
cosmccop;"Cosmic Cop (World)";1991;"Irem";YES;-;NO;-;-
gallop;"Gallop - Armed police Unit (Japan)";1991;"Irem";NO;cosmccop;YES;cosmccop;-
kengo;"Ken-Go";1991;"Irem";YES;-;NO;-;-
sichuan2;"Sichuan II (hack?) (set 1)";1989;"Tamtex";YES;-;NO;-;-
sichuana;"Sichuan II (hack?) (set 2)";1989;"Tamtex";NO;sichuan2;YES;sichuan2;-
shisen;"Shisensho - Joshiryo-Hen (Japan)";1989;"Tamtex";NO;sichuan2;YES;sichuan2;-
matchit;"Match It";1989;"Tamtex";NO;sichuan2;YES;sichuan2;-
hasamu;"Hasamu (Japan)";1991;"Irem";YES;-;NO;-;-
dynablst;"Dynablaster / Bomber Man";1991;"Irem (licensed from Hudson Soft)";YES;-;NO;-;-
dynablsb;"Dynablaster (bootleg)";1991;"bootleg";NO;dynablst;YES;dynablst;-
bombrman;"Bomber Man (Japan)";1991;"Irem (licensed from Hudson Soft)";NO;dynablst;YES;dynablst;-
atompunk;"Atomic Punk (US)";1991;"Irem America (licensed from Hudson Soft)";NO;dynablst;YES;dynablst;-
bbmanw;"Bomber Man World / New Dyna Blaster - Global Quest";1992;"Irem";YES;-;NO;-;-
bbmanwj;"Bomber Man World (Japan)";1992;"Irem";NO;bbmanw;YES;bbmanw;-
bomblord;"Bomber Lord (bootleg)";1992;"bootleg";NO;bbmanw;YES;bbmanw;-
newapunk;"New Atomic Punk - Global Quest (US)";1992;"Irem America";NO;bbmanw;YES;bbmanw;-
quizf1;"Quiz F-1 1,2finish";1992;"Irem";YES;-;NO;-;-
riskchal;"Risky Challenge";1993;"Irem";YES;-;NO;-;-
gussun;"Gussun Oyoyo (Japan)";1993;"Irem";NO;riskchal;YES;riskchal;-
matchit2;"Match It II";1993;"Tamtex";YES;-;NO;-;-
shisen2;"Shisensho II";1993;"Tamtex";NO;matchit2;YES;matchit2;-
gunforce;"Gunforce - Battle Fire Engulfed Terror Island (World)";1991;"Irem";YES;-;NO;-;-
gunforcu;"Gunforce - Battle Fire Engulfed Terror Island (US)";1991;"Irem America";NO;gunforce;YES;gunforce;-
gunforcj;"Gunforce - Battle Fire Engulfed Terror Island (Japan)";1991;"Irem";NO;gunforce;YES;gunforce;-
bmaster;"Blade Master (World)";1991;"Irem";YES;-;NO;-;-
lethalth;"Lethal Thunder (World)";1991;"Irem";YES;-;NO;-;-
thndblst;"Thunder Blaster (Japan)";1991;"Irem";NO;lethalth;YES;lethalth;-
uccops;"Undercover Cops (World)";1992;"Irem";YES;-;NO;-;-
uccopsj;"Undercover Cops (Japan)";1992;"Irem";NO;uccops;YES;uccops;-
mysticri;"Mystic Riders (World)";1992;"Irem";YES;-;NO;-;-
gunhohki;"Gun Hohki (Japan)";1992;"Irem";NO;mysticri;YES;mysticri;-
majtitl2;"Major Title 2 (World)";1992;"Irem";YES;-;NO;-;-
skingame;"The Irem Skins Game (US set 1)";1992;"Irem America";NO;majtitl2;YES;majtitl2;-
skingam2;"The Irem Skins Game (US set 2)";1992;"Irem America";NO;majtitl2;YES;majtitl2;-
hook;"Hook (World)";1992;"Irem";YES;-;NO;-;-
hooku;"Hook (US)";1992;"Irem America";NO;hook;YES;hook;-
hookj;"Hook (Japan)";1992;"Irem";NO;hook;YES;hook;-
rtypeleo;"R-Type Leo (World)";1992;"Irem";YES;-;NO;-;-
rtypelej;"R-Type Leo (Japan)";1992;"Irem";NO;rtypeleo;YES;rtypeleo;-
inthunt;"In The Hunt (World)";1993;"Irem";YES;-;NO;-;-
inthuntu;"In The Hunt (US)";1993;"Irem America";NO;inthunt;YES;inthunt;-
kaiteids;"Kaitei Daisensou (Japan)";1993;"Irem";NO;inthunt;YES;inthunt;-
nbbatman;"Ninja Baseball Batman (US)";1993;"Irem America";YES;-;NO;-;-
leaguemn;"Yakyuu Kakutou League-Man (Japan)";1993;"Irem";NO;nbbatman;YES;nbbatman;-
ssoldier;"Superior Soldiers (US)";1993;"Irem America";YES;-;NO;-;-
psoldier;"Perfect Soldiers (Japan)";1993;"Irem";NO;ssoldier;YES;ssoldier;-
dsccr94j;"Dream Soccer '94 (Japan)";1994;"Irem";NO;dsoccr94;YES;dsoccr94;-
gunforc2;"Gunforce 2 (US)";1994;"Irem";YES;-;NO;-;-
geostorm;"Geostorm (Japan)";1994;"Irem";NO;gunforc2;YES;gunforc2;-
firebarr;"Fire Barrel (Japan)";1993;"Irem";YES;-;NO;-;-
dsoccr94;"Dream Soccer '94";1994;"Irem (Data East Corporation license)";YES;-;NO;-;-
wpksoc;"World PK Soccer";1995;"Jaleco";YES;-;NO;-;-
reactor;"Reactor";1982;"Gottlieb";YES;-;NO;-;-
mplanets;"Mad Planets";1983;"Gottlieb";YES;-;NO;-;-
mplanuk;"Mad Planets (UK)";1983;"Gottlieb (Taitel license)";NO;mplanets;YES;mplanets;-
qbert;"Q*bert (US set 1)";1982;"Gottlieb";YES;-;NO;-;-
qberta;"Q*bert (US set 2)";1982;"Gottlieb";NO;qbert;YES;qbert;qbert
qbertjp;"Q*bert (Japan)";1982;"Gottlieb (Konami license)";NO;qbert;YES;qbert;qbert
myqbert;"Mello Yello Q*bert";1982;"Gottlieb";NO;qbert;YES;qbert;qbert
qberttst;"Q*bert (early test version)";1982;"Gottlieb";NO;qbert;YES;qbert;qbert
qbtrktst;"Q*bert Board Input Test Rom";1982;"Gottlieb";NO;qbert;YES;qbert;qbert
insector;"Insector (prototype)";1982;"Gottlieb";YES;-;NO;-;-
tylz;"Tylz (prototype)";1982;"Mylstar";YES;-;NO;-;-
argusg;"Argus (Gottlieb, prototype)";1984;"Gottlieb";YES;-;NO;-;-
krull;"Krull";1983;"Gottlieb";YES;-;NO;-;-
kngtmare;"Knightmare (prototype)";1983;"Gottlieb";YES;-;NO;-;-
sqbert;"Faster, Harder, More Challenging Q*bert (prototype)";1983;"Mylstar";YES;-;NO;-;qbert
mach3;"M.A.C.H. 3";1983;"Mylstar";YES;-;NO;-;-
usvsthem;"Us vs. Them";1984;"Mylstar";YES;-;NO;-;-
3stooges;"The Three Stooges In Brides Is Brides";1984;"Mylstar";YES;-;NO;-;-
qbertqub;"Q*bert's Qubes";1983;"Mylstar";YES;-;NO;-;qbert
screwloo;"Screw Loose (prototype)";1983;"Mylstar";YES;-;NO;-;-
curvebal;"Curve Ball";1984;"Mylstar";YES;-;NO;-;-
vidvince;"Video Vince and the Game Factory (prototype)";1984;"Mylstar";YES;-;NO;-;-
wizwarz;"Wiz Warz (prototype)";1984;"Mylstar";YES;-;NO;-;-
qix;"Qix (set 1)";1981;"Taito America Corporation";YES;-;NO;-;-
qixa;"Qix (set 2)";1981;"Taito America Corporation";NO;qix;YES;qix;-
qixb;"Qix (set 3)";1981;"Taito America Corporation";NO;qix;YES;qix;-
qix2;"Qix II (Tournament)";1981;"Taito America Corporation";NO;qix;YES;qix;-
sdungeon;"Space Dungeon";1981;"Taito America Corporation";YES;-;NO;-;-
elecyoyo;"The Electric Yo-Yo (set 1)";1982;"Taito America Corporation";YES;-;NO;-;-
elecyoy2;"The Electric Yo-Yo (set 2)";1982;"Taito America Corporation";NO;elecyoyo;YES;elecyoyo;-
kram;"Kram (set 1)";1982;"Taito America Corporation";YES;-;NO;-;-
kram2;"Kram (set 2)";1982;"Taito America Corporation";NO;kram;YES;kram;-
kram3;"Kram (encrypted)";1982;"Taito America Corporation";NO;kram;YES;kram;-
zookeep;"Zoo Keeper (set 1)";1982;"Taito America Corporation";YES;-;NO;-;-
zookeep2;"Zoo Keeper (set 2)";1982;"Taito America Corporation";NO;zookeep;YES;zookeep;-
zookeep3;"Zoo Keeper (set 3)";1982;"Taito America Corporation";NO;zookeep;YES;zookeep;-
slither;"Slither (set 1)";1982;"Century II";YES;-;NO;-;-
slithera;"Slither (set 2)";1982;"Century II";NO;slither;YES;slither;-
complexx;"Complex X";1984;"Taito America Corporation";YES;-;NO;-;-
spaceskr;"Space Seeker";1981;"Taito Corporation";YES;-;NO;-;-
spacecr;"Space Cruiser";1981;"Taito Corporation";YES;-;NO;-;-
junglek;"Jungle King (Japan)";1982;"Taito Corporation";YES;-;NO;-;-
junglkj2;"Jungle King (Japan, earlier)";1982;"Taito Corporation";NO;junglek;YES;junglek;-
jungleh;"Jungle Hunt (US)";1982;"Taito America Corporation";NO;junglek;YES;junglek;-
junglhbr;"Jungle Hunt (Brazil)";1983;"Taito do Brasil";NO;junglek;YES;junglek;-
piratpet;"Pirate Pete";1982;"Taito America Corporation";NO;junglek;YES;junglek;-
alpine;"Alpine Ski (set 1)";1982;"Taito Corporation";YES;-;NO;-;-
alpinea;"Alpine Ski (set 2)";1982;"Taito Corporation";NO;alpine;YES;alpine;-
timetunl;"Time Tunnel";1982;"Taito Corporation";YES;-;NO;-;-
wwestern;"Wild Western (set 1)";1982;"Taito Corporation";YES;-;NO;-;-
wwester1;"Wild Western (set 2)";1982;"Taito Corporation";NO;wwestern;YES;wwestern;-
frontlin;"Front Line";1982;"Taito Corporation";YES;-;NO;-;-
elevator;"Elevator Action";1983;"Taito Corporation";YES;-;NO;-;-
elevatob;"Elevator Action (bootleg)";1983;"bootleg";NO;elevator;YES;elevator;-
tinstar;"The Tin Star";1983;"Taito Corporation";YES;-;NO;-;-
waterski;"Water Ski";1983;"Taito Corporation";YES;-;NO;-;-
bioatack;"Bio Attack";1983;"Taito Corporation (Fox Video Games license)";YES;-;NO;-;-
hwrace;"High Way Race";1983;"Taito Corporation";YES;-;NO;-;-
sfposeid;"Sea Fighter Poseidon";1984;"Taito Corporation";YES;-;NO;-;-
kikstart;"Kick Start Wheelie King";1984;"Taito Corporation";YES;-;NO;-;-
fgoal;"Field Goal";1979;"Taito";YES;-;NO;-;-
fgoala;"Field Goal (different)";1979;"Taito";NO;fgoal;YES;fgoal;-
crbaloon;"Crazy Balloon (set 1)";1980;"Taito Corporation";YES;-;NO;-;-
crbalon2;"Crazy Balloon (set 2)";1980;"Taito Corporation";NO;crbaloon;YES;crbaloon;-
sbowling;"Strike Bowling";1982;"Taito Corporation";YES;-;NO;-;-
grchamp;"Grand Champion";1981;"Taito";YES;-;NO;-;-
marinedt;"Marine Date";1981;"Taito";YES;-;NO;-;-
changela;"Change Lanes";1983;"Taito Corporation";YES;-;NO;-;-
jollyjgr;"Jolly Jogger";1982;"Taito Corporation";YES;-;NO;-;-
bking;"Birdie King";1982;"Taito Corporation";YES;-;NO;-;-
bking2;"Birdie King 2";1983;"Taito Corporation";YES;-;NO;-;-
bking3;"Birdie King 3";1984;"Taito Corporation";YES;-;NO;-;-
chaknpop;"Chack'n Pop";1983;"Taito Corporation";YES;-;NO;-;-
josvolly;"Joshi Volleyball";1983;"Taito Corporation";YES;-;NO;-;-
gsword;"Great Swordsman (World?)";1984;"Taito Corporation";YES;-;NO;-;-
gsword2;"Great Swordsman (Japan?)";1984;"Taito Corporation";NO;gsword;YES;gsword;-
pitnrun;"Pit & Run (set 1)";1984;"Taito Corporation";YES;-;NO;-;-
pitnruna;"Pit & Run (set 2)";1984;"Taito Corporation";NO;pitnrun;YES;pitnrun;-
lkage;"The Legend of Kage";1984;"Taito Corporation";YES;-;NO;-;-
lkageb;"The Legend of Kage (bootleg set 1)";1984;"bootleg";NO;lkage;YES;lkage;-
lkageb2;"The Legend of Kage (bootleg set 2)";1984;"bootleg";NO;lkage;YES;lkage;-
lkageb3;"The Legend of Kage (bootleg set 3)";1984;"bootleg";NO;lkage;YES;lkage;-
msisaac;"Metal Soldier Isaac II";1985;"Taito Corporation";YES;-;NO;-;-
retofinv;"Return of the Invaders";1985;"Taito Corporation";YES;-;NO;-;-
retofin1;"Return of the Invaders (bootleg set 1)";1985;"bootleg";NO;retofinv;YES;retofinv;-
retofin2;"Return of the Invaders (bootleg set 2)";1985;"bootleg";NO;retofinv;YES;retofinv;-
fightrol;"Fighting Roller";1983;"[Kaneko] (Taito license)";YES;-;NO;-;-
rollace;"Roller Aces (set 1)";1983;"[Kaneko] (Williams license)";NO;fightrol;YES;fightrol;-
rollace2;"Roller Aces (set 2)";1983;"[Kaneko] (Williams license)";NO;fightrol;YES;fightrol;-
vsgongf;"VS Gong Fight";1984;"Kaneko";YES;-;NO;-;-
ringfgt;"Ring Fighter (set 1)";1984;"Taito";NO;vsgongf;YES;vsgongf;-
ringfgt2;"Ring Fighter (set 2)";1984;"Taito";NO;vsgongf;YES;vsgongf;-
fieldday;"Field Day";1984;"Taito Corporation";YES;-;NO;-;-
undoukai;"The Undoukai (Japan)";1984;"Taito Corporation";NO;fieldday;YES;fieldday;-
40love;"Forty-Love";1984;"Taito Corporation";YES;-;NO;-;-
tsamurai;"Samurai Nihon-ichi (set 1)";1985;"Taito";YES;-;NO;-;-
tsamura2;"Samurai Nihon-ichi (set 2)";1985;"Taito";NO;tsamurai;YES;tsamurai;-
nunchaku;"Nunchackun";1985;"Taito";YES;-;NO;-;-
yamagchi;"Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun";1985;"Taito";YES;-;NO;-;-
m660;"Mission 660 (US)";1986;"[Woodplace Inc.] Taito America Corporation";YES;-;NO;-;-
m660j;"Mission 660 (Japan)";1986;"[Woodplace Inc.] Taito Corporation";NO;m660;YES;m660;-
m660b;"Mission 660 (bootleg)";1986;"bootleg";NO;m660;YES;m660;-
alphaxz;"The Alphax Z (Japan)";1986;"Ed / Woodplace Inc.";NO;m660;YES;m660;-
buggychl;"Buggy Challenge";1984;"Taito Corporation";YES;-;NO;-;-
buggycht;"Buggy Challenge (Tecfri)";1984;"Taito Corporation (Tecfri license)";NO;buggychl;YES;buggychl;-
ssrj;"Super Speed Race Junior (Japan)";1985;"Taito Corporation";YES;-;NO;-;-
bigevglf;"Big Event Golf";1986;"Taito America Corporation";YES;-;NO;-;-
flstory;"The FairyLand Story";1985;"Taito";YES;-;NO;-;-
flstoryj;"The FairyLand Story (Japan)";1985;"Taito";NO;flstory;YES;flstory;-
onna34ro;"Onna Sansirou - Typhoon Gal (set 1)";1985;"Taito";YES;-;NO;-;-
onna34ra;"Onna Sansirou - Typhoon Gal (set 2)";1985;"Taito";NO;onna34ro;YES;onna34ro;-
victnine;"Victorious Nine";1984;"Taito";YES;-;NO;-;-
gladiatr;"Gladiator (US)";1986;"Taito America Corporation";YES;-;NO;-;-
ogonsiro;"Ohgon no Siro (Japan)";1986;"Taito Corporation";NO;gladiatr;YES;gladiatr;-
greatgur;"Great Gurianos (Japan?)";1986;"Taito Corporation";NO;gladiatr;YES;gladiatr;-
ppking;"Ping-Pong King";1985;"Taito America Corporation";YES;-;NO;-;-
nycaptor;"N.Y. Captor";1985;"Taito";YES;-;NO;-;-
cyclshtg;"Cycle Shooting";1986;"Taito";YES;-;NO;-;-
bronx;"Bronx";1986;"bootleg";NO;cyclshtg;YES;cyclshtg;-
colt;"Colt";1986;"bootleg";NO;nycaptor;YES;nycaptor;-
ksayakyu;"Kusayakyuu";1985;"Taito Corporation";YES;-;NO;-;-
benberob;"Ben Bero Beh (Japan)";1984;"Taito";YES;-;NO;-;-
halleys;"Halley's Comet (US)";1986;"Taito America Corporation (Coin-It license)";YES;-;NO;-;-
halleysc;"Halley's Comet (Japan set 1)";1986;"Taito Corporation";NO;halleys;YES;halleys;-
halleycj;"Halley's Comet (Japan set 2)";1986;"Taito Corporation";NO;halleys;YES;halleys;-
lsasquad;"Land Sea Air Squad / Riku Kai Kuu Saizensen";1986;"Taito";YES;-;NO;-;-
storming;"Storming Party / Riku Kai Kuu Saizensen";1986;"Taito";NO;lsasquad;YES;lsasquad;-
tokio;"Tokio / Scramble Formation";1986;"Taito Corporation";YES;-;NO;-;-
tokiou;"Tokio / Scramble Formation (US)";1986;"Taito America Corporation (Romstar license)";NO;tokio;YES;tokio;-
tokiob;"Tokio / Scramble Formation (bootleg)";1986;"bootleg";NO;tokio;YES;tokio;-
bublbobl;"Bubble Bobble";1986;"Taito Corporation";YES;-;NO;-;-
bublbob1;"Bubble Bobble (older)";1986;"Taito Corporation";NO;bublbobl;YES;bublbobl;-
bublbobr;"Bubble Bobble (US with mode select)";1986;"Taito America Corporation (Romstar license)";NO;bublbobl;YES;bublbobl;-
bubbobr1;"Bubble Bobble (US)";1986;"Taito America Corporation (Romstar license)";NO;bublbobl;YES;bublbobl;-
boblbobl;"Bobble Bobble";1986;"bootleg";NO;bublbobl;YES;bublbobl;-
sboblbob;"Super Bobble Bobble";1986;"bootleg";NO;bublbobl;YES;bublbobl;-
missb2;"Miss Bubble 2";1996;"Alpha Co";NO;bublbobl;YES;bublbobl;-
kikikai;"KiKi KaiKai";1986;"Taito Corporation";YES;-;NO;-;-
knightb;"Knight Boy";1986;"bootleg";NO;kikikai;YES;kikikai;-
kicknrun;"Kick and Run";1986;"Taito Corporation";YES;-;NO;-;-
mexico86;"Mexico 86";1986;"bootleg";NO;kicknrun;YES;kicknrun;-
darius;"Darius (World)";1986;"Taito Corporation Japan";YES;-;NO;-;-
dariusj;"Darius (Japan)";1986;"Taito Corporation";NO;darius;YES;darius;-
dariuso;"Darius (Japan old version)";1986;"Taito Corporation";NO;darius;YES;darius;-
dariuse;"Darius (Extra) (Japan)";1986;"Taito Corporation";NO;darius;YES;darius;-
rastan;"Rastan (World)";1987;"Taito Corporation Japan";YES;-;NO;-;-
rastanu;"Rastan (US set 1)";1987;"Taito America Corporation";NO;rastan;YES;rastan;-
rastanu2;"Rastan (US set 2)";1987;"Taito America Corporation";NO;rastan;YES;rastan;-
rastsaga;"Rastan Saga (Japan)";1987;"Taito Corporation";NO;rastan;YES;rastan;-
topspeed;"Top Speed (World)";1987;"Taito Corporation Japan";YES;-;NO;-;-
topspedu;"Top Speed (US)";1987;"Taito America Corporation (Romstar license)";NO;topspeed;YES;topspeed;-
fullthrl;"Full Throttle (Japan)";1987;"Taito Corporation";NO;topspeed;YES;topspeed;-
opwolf;"Operation Wolf (World)";1987;"Taito Corporation Japan";YES;-;NO;-;-
opwolfu;"Operation Wolf (US)";1987;"Taito America Corporation";NO;opwolf;YES;opwolf;-
opwolfb;"Operation Bear";1987;"bootleg";NO;opwolf;YES;opwolf;-
othunder;"Operation Thunderbolt (World)";1988;"Taito Corporation Japan";YES;-;NO;-;-
othundu;"Operation Thunderbolt (US)";1988;"Taito America Corporation";NO;othunder;YES;othunder;-
othunduo;"Operation Thunderbolt (US, older)";1988;"Taito America Corporation";NO;othunder;YES;othunder;-
othundrj;"Operation Thunderbolt (Japan)";1988;"Taito Corporation";NO;othunder;YES;othunder;-
rainbow;"Rainbow Islands (new version)";1987;"Taito Corporation";YES;-;NO;-;-
rainbowo;"Rainbow Islands (old version)";1987;"Taito Corporation";NO;rainbow;YES;rainbow;-
rainbowe;"Rainbow Islands (Extra)";1988;"Taito Corporation";NO;rainbow;YES;rainbow;-
jumping;"Jumping";1989;"bootleg";NO;rainbow;YES;rainbow;-
arkanoid;"Arkanoid (World)";1986;"Taito Corporation Japan";YES;-;NO;-;-
arknoidu;"Arkanoid (US)";1986;"Taito America Corporation (Romstar license)";NO;arkanoid;YES;arkanoid;-
arknoiuo;"Arkanoid (US, older)";1986;"Taito America Corporation (Romstar license)";NO;arkanoid;YES;arkanoid;-
arknoidj;"Arkanoid (Japan)";1986;"Taito Corporation";NO;arkanoid;YES;arkanoid;-
arkbl2;"Arkanoid (Japanese bootleg Set 2)";1986;"bootleg";NO;arkanoid;YES;arkanoid;-
arkbl3;"Arkanoid (Japanese bootleg Set 3)";1986;"bootleg";NO;arkanoid;YES;arkanoid;-
paddle2;"Paddle 2";1988;"bootleg";NO;arkanoid;YES;arkanoid;-
arkatayt;"Arkanoid (Tayto bootleg, Japanese)";1986;"bootleg";NO;arkanoid;YES;arkanoid;-
arkblock;"Block (bootleg, Japanese)";1986;"bootleg";NO;arkanoid;YES;arkanoid;-
arkbloc2;"Block (Game Corporation bootleg)";1986;"bootleg";NO;arkanoid;YES;arkanoid;-
arkangc;"Arkanoid (Game Corporation bootleg)";1986;"bootleg";NO;arkanoid;YES;arkanoid;-
arkatour;"Tournament Arkanoid (US)";1987;"Taito America Corporation (Romstar license)";NO;arkanoid;YES;arkanoid;-
tetrsark;"Tetris (D.R. Korea)";;"D.R. Korea";YES;-;NO;-;-
sqix;"Super Qix (set 1)";1987;"Taito";YES;-;NO;-;-
