"name";"description";"year";"manufacturer";"is_parent";"romof";"is_clone";"cloneof";"sampleof"
"cworld";"Capcom World (Japan)";1990;"Capcom";"YES";"-";"NO";"-";"-"
"captaven";"Captain America and The Avengers (Asia Rev 1.4)";1991;"Data East Corporation";"YES";"-";"NO";"-";"-"
"captcomm";"Captain Commando (911202 World)";1991;"Capcom";"YES";"-";"NO";"-";"-"
"csilver";"Captain Silver (World)";1987;"Data East Corporation";"YES";"-";"NO";"-";"-"
"ctomaday";"Captain Tomaday";1999;"Visco";"YES";"neogeo";"NO";"-";"-"
"carjmbre";"Car Jamboree";1983;"Omori Electric Co., Ltd.";"YES";"-";"NO";"-";"-"
"carnival";"Carnival (upright)";1980;"Sega";"YES";"-";"NO";"-";"-"
"cawing";"Carrier Air Wing (U.S. navy 901012 etc)";1990;"Capcom";"YES";"-";"NO";"-";"-"
"casanova";"Casanova";"199?";"Promat";"YES";"-";"NO";"-";"-"
"cashquiz";"Cash Quiz (Type B, Version 5) [Missing graphics due to undumped ROM!]";1986;"Zilec-Zenitone";"YES";"-";"NO";"-";"-"
"catacomb";"Catacomb [Bad Colours]";1982;"MTM Games";"YES";"-";"NO";"-";"-"
"cavelon";"Cavelon";1983;"Jetsoft";"YES";"-";"NO";"-";"-"
"cninja";"Caveman Ninja (World ver 4)";1991;"Data East Corporation";"YES";"-";"NO";"-";"-"
"centiped";"Centipede (revision 4) [1 Player version]";1980;"Atari";"YES";"-";"NO";"-";"-"
"chaknpop";"Chack'n Pop";1983;"Taito Corporation";"YES";"-";"NO";"-";"-"
"chainrec";"Chain Reaction (World, Version 2.2, 1995.09.25)";1995;"Data East";"YES";"-";"NO";"-";"-"
"chameleo";"Chameleon";1983;"Jaleco";"YES";"-";"NO";"-";"-"
"champwr";"Champion Wrestler (World)";1989;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"chanbara";"Chanbara";1985;"Data East";"YES";"-";"NO";"-";"-"
"chkun";"Chance Kun (Japan)";1988;"Peni Soft";"YES";"-";"NO";"-";"-"
"cairblad";"Change Air Blade (Japan)";1999;"Sammy";"YES";"-";"NO";"-";"-"
"changes";"Changes";1982;"Orca";"YES";"-";"NO";"-";"-"
"pgmdemo";"Chaos (PGM Demo) [Demo, Demo Game]";2005;"Raster";"YES";"pgm";"NO";"-";"-"
"cps1demo";"Chaos Demo (CPS-1) [Demo]";2000;"Chaos";"YES";"-";"NO";"-";"-"
"neodemo";"Chaos Demo (Neo Geo) [Demo]";2002;"Chaos";"YES";"neogeo";"NO";"-";"-"
"charlien";"Charlie Ninja";1995;"Mitchell";"YES";"-";"NO";"-";"-"
"cbombers";"Chase Bombers (World) [With graphics issues]";1994;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"chasehq";"Chase H.Q. (World)";1988;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"checkman";"Check Man";1982;"Zilex-Zenitone";"YES";"-";"NO";"-";"-"
"cheekyms";"Cheeky Mouse";1980;"Universal";"YES";"-";"NO";"-";"-"
"chelnov";"Chelnov - Atomic Runner (World)";1988;"Data East Corporation";"YES";"-";"NO";"-";"-"
"chqflag";"Chequered Flag";1988;"Konami";"YES";"-";"NO";"-";"-"
"marukodq";"Chibi Marukochan Deluxe Quiz";1995;"Takara";"YES";"neogeo";"NO";"-";"-"
"chimerab";"Chimera Beast (prototype)";1993;"Jaleco";"YES";"-";"NO";"-";"-"
"chinagat";"China Gate (US)";1988;"Technos Japan (Taito Romstar license)";"YES";"-";"NO";"-";"-"
"chinatwn";"China Town (Japan)";1991;"Data East Corporation";"YES";"-";"NO";"-";"-"
"cndi";"Chip n Dale (Intro demo) [Demo, You must use the Universe BIOS and set region to Japan AES]";2009;"Sergi";"YES";"neogeo";"NO";"-";"-"
"choko";"Choko (010820 Japan)";2001;"Mitchell";"YES";"-";"NO";"-";"-"
"chokchok";"Choky! Choky!";1995;"SemiCom";"YES";"-";"NO";"-";"-"
"choplift";"Choplifter (8751 315-5151) [The (unprotected) or (bootleg) versions work fine.]";1985;"Sega";"YES";"-";"NO";"-";"-"
"chopper";"Chopper I (US ver 2)";1988;"SNK";"YES";"-";"NO";"-";"-"
"ironclad";"Choutetsu Brikin'ger - Iron clad (Prototype) [Prototype]";1996;"Saurus";"YES";"neogeo";"NO";"-";"-"
"chukatai";"Chuka Taisen (World) (P0-028-A PCB)";1988;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"circusc";"Circus Charlie (level select, set 1)";1984;"Konami";"YES";"-";"NO";"-";"-"
"citybomb";"City Bomber (World)";1987;"Konami";"YES";"-";"NO";"-";"-"
"citycon";"City Connection (set 1)";1985;"Jaleco";"YES";"-";"NO";"-";"-"
"clshroad";"Clash-Road";1986;"Wood Place Inc.";"YES";"-";"NO";"-";"-"
"cleopatr";"Cleopatra Fortune (Ver 2.1J 1996/09/05)";1996;"Taito Corporation";"YES";"-";"NO";"-";"-"
"cloak";"Cloak & Dagger (rev 5)";1983;"Atari";"YES";"-";"NO";"-";"-"
"cloud9";"Cloud 9 (prototype) [Prototype]";1983;"Atari";"YES";"-";"NO";"-";"-"
"cgraplop";"Cluster Buster (DECO Cassette) (US)";1983;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"cltchitr";"Clutch Hitter (set 2, US, FD1094 317-0176)";1991;"Sega";"YES";"-";"NO";"-";"-"
"cobracom";"Cobra-Command (World/US revision 5)";1988;"Data East Corporation";"YES";"-";"NO";"-";"-"
"cnbe";"Codename - Blut Engel (2006-01-19) [Homebrew]";2006;"blastar@gmx.net";"YES";"neogeo";"NO";"-";"-"
"colony7";"Colony 7 (set 1)";1981;"Taito";"YES";"-";"NO";"-";"-"
"columnsn";"Columns (Neo Geo) [Homebrew]";"????";"homebrew";"YES";"neogeo";"NO";"-";"-"
"combh";"Combat Hawk";1987;"Sega / Sanritsu";"YES";"-";"NO";"-";"-"
"combatsc";"Combat School (joystick)";1988;"Konami";"YES";"-";"NO";"-";"-"
"toto";"Come Back Toto";1996;"SoftClub";"YES";"-";"NO";"-";"-"
"commandw";"Command War - Super Special Battle & War Game (Ver 0.0J) (Prototype) [Prototype]";1992;"Taito Corporation";"YES";"-";"NO";"-";"-"
"commsega";"Commando (Sega)";1983;"Sega";"YES";"-";"NO";"-";"-"
"commando";"Commando (World)";1985;"Capcom";"YES";"-";"NO";"-";"-"
"comotion";"CoMOTION";1976;"Gremlin";"YES";"-";"NO";"-";"blockade"
"complexx";"Complex X";1984;"Taito America Corporation";"YES";"-";"NO";"-";"-"
"congo";"Congo Bongo";1983;"Sega";"YES";"-";"NO";"-";"-"
"contcirc";"Continental Circus (World)";1987;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"contra";"Contra (US / Asia, set 1)";1987;"Konami";"YES";"-";"NO";"-";"-"
"cookbib";"Cookie & Bibi (set 1)";1995;"SemiCom";"YES";"-";"NO";"-";"-"
"cookbib2";"Cookie & Bibi 2 (set 1)";1996;"SemiCom";"YES";"-";"NO";"-";"-"
"cookbib3";"Cookie & Bibi 3";1997;"SemiCom";"YES";"-";"NO";"-";"-"
"coolmini";"Cool Minigame Collection";1999;"SemiCom";"YES";"-";"NO";"-";"-"
"cop01";"Cop 01 (set 1)";1985;"Nichibutsu";"YES";"-";"NO";"-";"-"
"cavenger";"Cosmic Avenger";1981;"Universal";"YES";"-";"NO";"-";"-"
"cosmccop";"Cosmic Cop (World)";1991;"Irem";"YES";"-";"NO";"-";"-"
"cosmogng";"Cosmo Gang the Video (US)";1991;"Namco";"YES";"-";"NO";"-";"-"
"galivan";"Cosmo Police Galivan (12/26/1985)";1985;"Nichibutsu";"YES";"-";"NO";"-";"-"
"cotton";"Cotton (set 3, World, FD1094 317-0181a)";1991;"Success / Sega";"YES";"-";"NO";"-";"-"
"countrun";"Counter Run (NS6201-A 1988.3) [Please use countrunb instead!]";1988;"Nihon System (Sega license)";"YES";"-";"NO";"-";"-"
"countryc";"Country Club [bad inputs, use fitegolf instead!]";1988;"SNK";"YES";"-";"NO";"-";"-"
"crkdown";"Crack Down (World, Floppy Based, FD1094 317-0058-04c)";1989;"Sega";"YES";"-";"NO";"-";"-"
"qcrayon2";"Crayon Shinchan Orato Asobo (Japan)";1993;"Taito Corporation";"YES";"-";"NO";"-";"-"
"crbaloon";"Crazy Balloon (set 1)";1980;"Taito Corporation";"YES";"-";"NO";"-";"-"
"cclimber";"Crazy Climber (US set 1)";1980;"Nichibutsu";"YES";"-";"NO";"-";"-"
"cclimbr2";"Crazy Climber 2 (Japan)";1988;"Nichibutsu";"YES";"-";"NO";"-";"-"
"crazyfgt";"Crazy Fight";1996;"Subsino";"YES";"-";"NO";"-";"-"
"ckongpt2";"Crazy Kong Part II (set 1)";1981;"Falcon";"YES";"-";"NO";"-";"-"
"ckong";"Crazy Kong";1981;"Kyoei / Falcon";"YES";"-";"NO";"-";"-"
"crzrally";"Crazy Rally (set 1) [Graphics issues on some levels]";1985;"Tecfri";"YES";"-";"NO";"-";"-"
"crazywar";"Crazy War";2002;"Eolith";"YES";"-";"NO";"-";"-"
"crimec";"Crime City (World)";1989;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"crimfght";"Crime Fighters (World 2 players)";1989;"Konami";"YES";"-";"NO";"-";"-"
"crospang";"Cross Pang";1998;"F2 System";"YES";"-";"NO";"-";"-"
"crsword";"Crossed Swords (ALM-002)(ALH-002)";1991;"Alpha Denshi Co.";"YES";"neogeo";"NO";"-";"-"
"crswd2bl";"Crossed Swords 2 (bootleg CD to cartridge conversion)";1991;"bootleg (Razoola)";"YES";"neogeo";"NO";"-";"-"
"cphd";"Crouching Poney Hidden Dragon (DEMO) [Homebrew]";2013;"Le Cortex";"YES";"neogeo";"NO";"-";"-"
"cbuster";"Crude Buster (World FX version)";1990;"Data East Corporation";"YES";"-";"NO";"-";"-"
"crush";"Crush Roller (Kural Samno)";1981;"Kural Samno Electric";"YES";"-";"NO";"-";"-"
"crusherm";"Crusher Makochan (Japan)";1999;"Takumi";"YES";"-";"NO";"-";"-"
"ccastles";"Crystal Castles (version 4)";1983;"Atari";"YES";"-";"NO";"-";"-"
"cubybop";"Cuby Bop (location test)";"199?";"Hot-B Co., Ltd.";"YES";"-";"NO";"-";"-"
"cuebrick";"Cue Brick (World, version D)";1989;"Konami";"YES";"-";"NO";"-";"-"
"cutefght";"Cute Fighter";1998;"SemiCom";"YES";"-";"NO";"-";"-"
"cutieq";"Cutie Q";1979;"Namco";"YES";"-";"NO";"-";"-"
"cybattlr";"Cybattler";1993;"Jaleco";"YES";"-";"NO";"-";"-"
"cybertnk";"Cyber Tank (v1.4)";1988;"Coreland";"YES";"-";"NO";"-";"-"
"cyberlip";"Cyber-Lip (NGM-010)";1990;"SNK";"YES";"neogeo";"NO";"-";"-"
"cybots";"Cyberbots - fullmetal madness (950424 Euro)";1995;"Capcom";"YES";"-";"NO";"-";"-"
"cyvern";"Cyvern (US)";1998;"Kaneko";"YES";"skns";"NO";"-";"-"
"dcon";"D-Con";1992;"Success";"YES";"-";"NO";"-";"-"
"ddayjlc";"D-Day (Jaleco set 1)";1984;"Jaleco";"YES";"-";"NO";"-";"-"
"dday";"D-Day";1982;"Olympia";"YES";"-";"NO";"-";"-"
"ddcrew";"D. D. Crew (set 4, World, 3 Players, FD1094 317-0190)";1991;"Sega";"YES";"-";"NO";"-";"-"
"dacholer";"Dacholer";1983;"Nichibutsu";"YES";"-";"NO";"-";"-"
"daioh";"Daioh";1993;"Athena";"YES";"-";"NO";"-";"-"
"daitorid";"Daitoride";1995;"Metro";"YES";"-";"NO";"-";"-"
"dambustr";"Dambusters (US, set 1)";1981;"South West Research";"YES";"-";"NO";"-";"-"
"dankuga";"Dan-Ku-Ga (Ver 0.0J 1994/12/13) (Prototype) [Prototype, Missing graphics are normal in this prototype]";1994;"Taito Corporation";"YES";"-";"NO";"-";"-"
"dangseed";"Dangerous Seed (Japan)";1989;"Namco";"YES";"-";"NO";"-";"-"
"daraku";"Daraku Tenshi - The Fallen Angels";1998;"Psikyo";"YES";"-";"NO";"-";"-"
"darius";"Darius (World)";1986;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"dariusg";"Darius Gaiden - Silver Hawk (Ver 2.5O 1994/09/19)";1994;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"dariusgx";"Darius Gaiden - Silver Hawk Extra Version (Ver 2.7J 1995/03/06) (Official Hack)";1994;"Taito Corporation";"YES";"-";"NO";"-";"-"
"darius2";"Darius II (triple screen) (Japan)";1989;"Taito Corporation";"YES";"-";"NO";"-";"-"
"darkplnt";"Dark Planet [Dial doesn't work very well]";1982;"Stern";"YES";"-";"NO";"-";"-"
"darkseal";"Dark Seal (World revision 3)";1990;"Data East Corporation";"YES";"-";"NO";"-";"-"
"darktowr";"Dark Tower";1992;"Game Room";"YES";"-";"NO";"-";"-"
"dstlk";"Darkstalkers - the night warriors (940705 Euro)";1994;"Capcom";"YES";"-";"NO";"-";"-"
"dwi";"DarkWing Duck (Intro demo) [Demo, You must use the Universe BIOS and set region to Japan AES]";2009;"Sergi";"YES";"neogeo";"NO";"-";"-"
"darwin";"Darwin 4078 (Japan)";1986;"Data East Corporation";"YES";"-";"NO";"-";"-"
"dquizgo";"Date Quiz Go Go (Korea)";1998;"SemiCom";"YES";"-";"NO";"-";"-"
"dquizgo2";"Date Quiz Go Go Episode 2";2000;"SemiCom";"YES";"-";"NO";"-";"-"
"deadang";"Dead Angle";1988;"Seibu Kaihatsu";"YES";"-";"NO";"-";"-"
"deadconx";"Dead Connection (World)";1992;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"decomult";"Deco Cassette System Multigame (ROM based) [Bootleg]";2008;"bootleg (David Widel)";"YES";"decocass";"NO";"-";"-"
"deerhunt";"Deer Hunting USA V4.3";2000;"Sammy USA Corporation";"YES";"-";"NO";"-";"-"
"redufo";"Defend the Terra Attack on the Red UFO";1981;"Artic";"YES";"-";"NO";"-";"-"
"defender";"Defender (Red label)";1980;"Williams";"YES";"-";"NO";"-";"-"
"deluxe5";"Deluxe 5 (ver. 0107, 07/01/2000, set 1)";2000;"ESD";"YES";"-";"NO";"-";"-"
"demoderb";"Demolition Derby";1984;"Bally Midway";"YES";"-";"NO";"-";"-"
"dmnfrnt";"Demon Front (V105)";2002;"IGS";"YES";"pgm";"NO";"-";"-"
"demonwld";"Demon's World / Horror Story (set 1)";1990;"Toaplan";"YES";"-";"NO";"-";"-"
"denjinmk";"Denjin Makai (set 1)";1994;"Winkysoft (Banpresto license)";"YES";"-";"NO";"-";"-"
"deroon";"Deroon DeroDero";1995;"Tecmo";"YES";"-";"NO";"-";"-"
"desertbr";"Desert Breaker (World, FD1094 317-0196)";1992;"Sega";"YES";"-";"NO";"-";"-"
"desertdn";"Desert Dan";1982;"Video Optics";"YES";"-";"NO";"-";"-"
"devstors";"Devastators (ver. Z) [Minor Video glitches in level 2.]";1988;"Konami";"YES";"-";"NO";"-";"-"
"devilfsh";"Devil Fish";1982;"Artic";"YES";"-";"NO";"-";"-"
"devilw";"Devil World";1987;"Konami";"YES";"-";"NO";"-";"-"
"dharma";"Dharma Doujou";1994;"Metro";"YES";"-";"NO";"-";"-"
"diamond";"Diamond Run";1985;"KH Video";"YES";"-";"NO";"-";"-"
"dtfamily";"Diet Family";2001;"SemiCom";"YES";"-";"NO";"-";"-"
"dietgo";"Diet Go Go (Euro v1.1 1992.09.26)";1992;"Data East Corporation";"YES";"-";"NO";"-";"-"
"digdug";"Dig Dug (rev 2)";1982;"Namco";"YES";"-";"NO";"-";"-"
"digdug2";"Dig Dug II (New Ver.)";1985;"Namco";"YES";"-";"NO";"-";"-"
"diggerma";"Digger Man [Homebrew]";2000;"Kyle Hodgetts";"YES";"neogeo";"NO";"-";"-"
"dimahoo";"Dimahoo (000121 Euro)";2000;"8ing / Raizing / Capcom";"YES";"-";"NO";"-";"-"
"dingo";"Dingo";1983;"Ashby Computers and Graphics LTD. (Jaleco license)";"YES";"-";"NO";"-";"-"
"dinorex";"Dino Rex (World)";1992;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"dirtfoxj";"Dirt Fox (Japan)";1989;"Namco";"YES";"-";"NO";"-";"-"
"cdiscon1";"Disco No.1 (DECO Cassette) (US)";1982;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"disco";"Disco No.1";1982;"Data East";"YES";"-";"NO";"-";"-"
"dotron";"Discs of Tron (Upright)";1983;"Bally Midway";"YES";"midssio";"NO";"-";"-"
"diverboy";"Diver Boy";1992;"Electronic Devices Italy";"YES";"-";"NO";"-";"-"
"djboy";"DJ Boy (World)";1989;"Kaneko";"YES";"-";"NO";"-";"-"
"dorunrun";"Do! Run Run (set 1)";1984;"Universal";"YES";"-";"NO";"-";"-"
"dockman";"Dock Man";1982;"Taito Corporation";"YES";"-";"NO";"-";"-"
"dodgeman";"Dodge Man";1983;"Omori Electric Co., Ltd.";"YES";"-";"NO";"-";"-"
"ddonpach";"DoDonPachi (International, master ver. 97/02/05)";1997;"Atlus / Cave";"YES";"-";"NO";"-";"-"
"ddp3";"DoDonPachi III (World, 2002.05.15 Master Ver)";2002;"Cave (AMI license)";"YES";"-";"NO";"-";"-"
"dogfight";"Dog Fight (Thunderbolt)";1983;"Orca / Thunderbolt";"YES";"-";"NO";"-";"-"
"dogyuun";"Dogyuun";1992;"Toaplan";"YES";"-";"NO";"-";"-"
"dokaben";"Dokaben (Japan)";1989;"Capcom";"YES";"-";"NO";"-";"-"
"dolmen";"Dolmen";1995;"Afega";"YES";"-";"NO";"-";"-"
"domino";"Domino Man";1982;"Bally Midway";"YES";"midssio";"NO";"-";"-"
"dommy";"Dommy";"198?";"Technos";"YES";"-";"NO";"-";"-"
"dondokod";"Don Doko Don (World)";1989;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"dkong";"Donkey Kong (US set 1)";1981;"Nintendo of America";"YES";"-";"NO";"-";"-"
"dkong3";"Donkey Kong 3 (US)";1983;"Nintendo of America";"YES";"-";"NO";"-";"-"
"dkongjr";"Donkey Kong Junior (US set F-2)";1982;"Nintendo of America";"YES";"-";"NO";"-";"-"
"donpachi";"DonPachi (USA, ver. 1.12, 95/05/2x)";1995;"Atlus / Cave";"YES";"-";"NO";"-";"-"
"dorachan";"Dora-chan (Japan) [No sound]";1980;"Alpha Denshi Co. / Craul Denshi";"YES";"-";"NO";"-";"-"
"dorodon";"Dorodon (set 1)";1982;"Falcon";"YES";"-";"NO";"-";"-"
"dotrikun";"Dottori Kun (new version)";1990;"Sega";"YES";"-";"NO";"-";"-"
"dblaxle";"Double Axle (US, Rev 1)";1991;"Taito America Corporation";"YES";"-";"NO";"-";"-"
"ddragon";"Double Dragon (Japan)";1987;"Technos";"YES";"-";"NO";"-";"-"
"doubledr";"Double Dragon (Neo-Geo)";1995;"Technos";"YES";"neogeo";"NO";"-";"-"
"ddragon3";"Double Dragon 3 - The Rosetta Stone (US)";1990;"Technos Japan";"YES";"-";"NO";"-";"-"
"ddragon2";"Double Dragon II - The Revenge (World)";1988;"Technos Japan";"YES";"-";"NO";"-";"-"
"ddribble";"Double Dribble";1986;"Konami";"YES";"-";"NO";"-";"-"
"dblpoint";"Double Point";1995;"Min Corp.";"YES";"-";"NO";"-";"-"
"dblewing";"Double Wings";1993;"Mitchell";"YES";"-";"NO";"-";"-"
"downtown";"DownTown / Mokugeki (Set 1)";1989;"Seta";"YES";"-";"NO";"-";"-"
"drmicro";"Dr. Micro";1983;"Sanritsu";"YES";"-";"NO";"-";"-"
"drtomy";"Dr. Tomy";1993;"Playmark";"YES";"-";"NO";"-";"-"
"drtoppel";"Dr. Toppel's Adventure (World)";1987;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"dragnblz";"Dragon Blaze";2000;"Psikyo";"YES";"-";"NO";"-";"-"
"drgnbowl";"Dragon Bowl";1992;"Nics";"YES";"-";"NO";"-";"-"
"dbreed";"Dragon Breed (World, M81 PCB version)";1989;"Irem";"YES";"-";"NO";"-";"-"
"drgnbstr";"Dragon Buster [Missing sounds]";1984;"Namco";"YES";"-";"NO";"-";"-"
"dragngun";"Dragon Gun (US)";1993;"Data East Corporation";"YES";"-";"NO";"-";"-"
"drgnmst";"Dragon Master (set 1)";1994;"Unico";"YES";"-";"NO";"-";"-"
"dsaber";"Dragon Saber (World, DO2)";1990;"Namco";"YES";"-";"NO";"-";"-"
"dspirit";"Dragon Spirit (new version (DS3))";1987;"Namco";"YES";"-";"NO";"-";"-"
"drgnunit";"Dragon Unit / Castle of Dragon";1989;"Seta";"YES";"-";"NO";"-";"-"
"dw2001";"Dragon World 2001 (V100, Japan) [Bad sound?]";2001;"IGS (Alta Co., LTD License)";"YES";"pgm";"NO";"-";"-"
"drgw2";"Dragon World II (V110X, World)";1997;"IGS";"YES";"pgm";"NO";"-";"-"
"dwpc";"Dragon World Pretty Chance (V101, Japan) [Bad sound?]";2001;"IGS (Alta Co., LTD License)";"YES";"pgm";"NO";"-";"-"
"dragonsh";"Dragon's Heaven (development board)";1996;"Face";"YES";"neogeo";"NO";"-";"-"
"dbz";"Dragonball Z (rev B)";1993;"Banpresto";"YES";"-";"NO";"-";"-"
"dbz2";"Dragonball Z 2 - Super Battle";1994;"Banpresto";"YES";"-";"NO";"-";"-"
"drakton";"Drakton (DK conversion) [No sound]";1984;"Epos Corporation";"YES";"-";"NO";"-";"-"
"keithlcy";"Dramatic Adventure Quiz Keith & Lucy (Japan)";1993;"Visco";"YES";"-";"NO";"-";"-"
"dreambal";"Dream Ball (Japan V2.4)";1993;"NDK / Data East";"YES";"-";"NO";"-";"-"
"dremshpr";"Dream Shopper";1982;"Sanritsu";"YES";"-";"NO";"-";"-"
"dsoccr94";"Dream Soccer '94 (World, M107 hardware)";1994;"Irem (Data East Corporation license)";"YES";"-";"NO";"-";"-"
"dreamwld";"Dream World";2000;"SemiCom";"YES";"-";"NO";"-";"-"
"dribling";"Dribbling [No sound]";1983;"Model Racing";"YES";"-";"NO";"-";"-"
"drifto94";"Drift Out '94 - The Hard Order (Japan)";1994;"Visco";"YES";"-";"NO";"-";"-"
"driftout";"Drift Out (Europe)";1991;"Visco (Europe)";"YES";"-";"NO";"-";"-"
"drivfrcp";"Driving Force (Pac-Man conversion)";1984;"Shinkai Inc. (Magic Eletronics Inc. license)";"YES";"-";"NO";"-";"-"
"cdsteljn";"DS Telejan (DECO Cassette) (Japan)";1981;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"ducki";"Duck Tales (Intro demo) [Demo, You must use the Universe BIOS and set region to Japan AES]";2009;"Sergi";"YES";"neogeo";"NO";"-";"-"
"ddsom";"Dungeons & Dragons - shadow over mystara (960619 Euro)";1996;"Capcom";"YES";"-";"NO";"-";"-"
"ddtod";"Dungeons & Dragons - tower of doom (940412 Euro)";1994;"Capcom";"YES";"-";"NO";"-";"-"
"dunkshot";"Dunk Shot (Rev C, FD1089 317-0022)";1987;"Sega";"YES";"-";"NO";"-";"-"
"dyger";"Dyger (Korea set 1)";1989;"Philko";"YES";"-";"NO";"-";"-"
"dynagear";"Dyna Gear";1993;"Sammy";"YES";"-";"NO";"-";"-"
"dynablst";"Dynablaster / Bomber Man";1991;"Irem (licensed from Hudson Soft)";"YES";"-";"NO";"-";"-"
"dcclub";"Dynamic Country Club (World, ROM Based)";1991;"Sega";"YES";"-";"NO";"-";"-"
"dynabomb";"Dynamite Bomber (Korea, Rev 1.5)";2000;"Limenko";"YES";"-";"NO";"-";"-"
"dynduke";"Dynamite Duke (Europe, 03SEP89)";1989;"Seibu Kaihatsu";"YES";"-";"NO";"-";"-"
"ddux";"Dynamite Dux (set 2, FD1094 317-0096)";1989;"Sega";"YES";"-";"NO";"-";"-"
"dleague";"Dynamite League (US)";1990;"Taito America Corporation";"YES";"-";"NO";"-";"-"
"dynwar";"Dynasty Wars (US set 1)";1989;"Capcom";"YES";"-";"NO";"-";"-"
"eswat";"E-Swat - Cyber Police (set 4, World, FD1094 317-0130)";1989;"Sega";"YES";"-";"NO";"-";"-"
"edf";"E.D.F. : Earth Defense Force (set 1)";1991;"Jaleco";"YES";"-";"NO";"-";"-"
"eaglshot";"Eagle Shot Golf (US)";1994;"Sammy";"YES";"-";"NO";"-";"-"
"ecofghtr";"Eco Fighters (931203 etc)";1993;"Capcom";"YES";"-";"NO";"-";"-"
"eeekkp";"Eeekk! (Pac-man conversion)";1984;"Epos Corporation";"YES";"-";"NO";"-";"-"
"eeekk";"Eeekk!";1983;"Epos Corporation";"YES";"-";"NO";"-";"-"
"egghunt";"Egg Hunt";1995;"Invi Image";"YES";"-";"NO";"-";"-"
"eggor";"Eggor";1982;"Telko";"YES";"-";"NO";"-";"-"
"8ballact";"Eight Ball Action (DK conversion) [Parent set for working drivers]";1984;"Seatongrove Ltd (Magic Eletronics USA licence)";"YES";"-";"NO";"-";"-"
"eightfrc";"Eight Forces";1994;"Tecmo";"YES";"-";"NO";"-";"-"
"eightman";"Eight Man (NGM-025)(NGH-025)";1991;"SNK / Pallas";"YES";"neogeo";"NO";"-";"-"
"efdt";"El Fin Del Tiempo";1981;"Niemer";"YES";"-";"NO";"-";"-"
"elevator";"Elevator Action (BA3, 4 pcb version, 1.1)";1983;"Taito Corporation";"YES";"-";"NO";"-";"-"
"elvactr";"Elevator Action Returns (Ver 2.2O 1995/02/20)";1994;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"elim2";"Eliminator (2 Players, set 1)";1981;"Gremlin";"YES";"-";"NO";"-";"-"
"empcity";"Empire City: 1931 (bootleg?)";1986;"Seibu Kaihatsu";"YES";"-";"NO";"-";"-"
"enduror";"Enduro Racer (Rev A, YM2151, FD1089B 317-0013A)";1986;"Sega";"YES";"-";"NO";"-";"-"
"enforce";"Enforce (World)";1988;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"enmadaio";"Enma Daio (Japan) [Game unplayable.]";1993;"Toaplan / Taito";"YES";"-";"NO";"-";"-"
"eprom";"Escape from the Planet of the Robot Monsters (set 1)";1989;"Atari Games";"YES";"-";"NO";"-";"-"
"esckids";"Escape Kids (Asia, 4 Players)";1991;"Konami";"YES";"-";"NO";"-";"-"
"esprade";"ESP Ra.De. - A.D.2018 Tokyo (International, ver. 98/04/22)";1998;"Atlus / Cave";"YES";"-";"NO";"-";"-"
"espgal";"Espgaluda (V100, Japan)";2003;"CAVE / AMI";"YES";"-";"NO";"-";"-"
"espial";"Espial (Europe)";1983;"Orca / Thunderbolt";"YES";"-";"NO";"-";"-"
"euroch92";"Euro Champ '92 (World)";1992;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"evilston";"Evil Stone";1990;"Spacy Industrial, Ltd.";"YES";"-";"NO";"-";"-"
"excelsr";"Excelsior (set 1)";1996;"Playmark";"YES";"-";"NO";"-";"-"
"exctleag";"Excite League (FD1094 317-0079)";1989;"Sega";"YES";"-";"NO";"-";"-"
"exedexes";"Exed Exes";1985;"Capcom";"YES";"-";"NO";"-";"-"
"cexplore";"Explorer (DECO Cassette) (US)";1982;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"explbrkr";"Explosive Breaker (World)";1992;"Kaneko";"YES";"-";"NO";"-";"-"
"exprraid";"Express Raider (World, Rev 4)";1986;"Data East Corporation";"YES";"-";"NO";"-";"-"
"extrmatn";"Extermination (World)";1987;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"extdwnhl";"Extreme Downhill (v1.5)";1995;"Sammy Industries Japan";"YES";"-";"NO";"-";"-"
"exzisus";"Exzisus (Japan, dedicated)";1987;"Taito Corporation";"YES";"-";"NO";"-";"-"
"eyes";"Eyes (Digitrex Techstar)";1982;"Digitrex Techstar (Rock-ola license)";"YES";"-";"NO";"-";"-"
